,rb,rnb,x,y,x_num,y_num
461,1.4,-0.3,149.1824650783697,99.97493834673355,149.1824650783697,99.97493834673355
462,1.4,-0.2,148.48149027309316,110.02204385364811,148.48149027309316,110.02204385364811
463,1.4,-0.1,146.53080997388417,120.15312956975495,146.53080997388417,120.15312956975495
464,1.4,0.0,143.55465869427016,130.35312693574502,143.55465869427016,130.35312693574502
465,1.5,-3.0,Extinct,Extinct,,
466,1.5,-2.9,Extinct,Extinct,,
467,1.5,-2.8,Extinct,Extinct,,
468,1.5,-2.7,Extinct,Extinct,,
469,1.5,-2.6,Extinct,Extinct,,
470,1.5,-2.5,Extinct,Extinct,,
471,1.5,-2.4,Extinct,Extinct,,
472,1.5,-2.3,Extinct,Extinct,,
473,1.5,-2.2,Extinct,Extinct,,
474,1.5,-2.1,Extinct,Extinct,,
475,1.5,-2.0,Extinct,Extinct,,
476,1.5,-1.9,Extinct,Extinct,,
477,1.5,-1.8,Extinct,Extinct,,
478,1.5,-1.7,Extinct,Extinct,,
479,1.5,-1.6,Extinct,Extinct,,
480,1.5,-1.5,0.1719161011131915,0.038355235828405825,0.1719161011131915,0.038355235828405825
481,1.5,-1.4,32.41667810341436,7.821599231450569,32.41667810341436,7.821599231450569
482,1.5,-1.3,60.824111927239976,15.912619678489481,60.824111927239976,15.912619678489481
483,1.5,-1.2,85.32164860280224,24.26638521389169,85.32164860280224,24.26638521389169
484,1.5,-1.1,106.05184748710758,32.873315848866376,106.05184748710758,32.873315848866376
485,1.5,-1.0,123.19834239319916,41.72107139117703,123.19834239319916,41.72107139117703
486,1.5,-0.9,136.98156607879147,50.79483875950522,136.98156607879147,50.79483875950522
487,1.5,-0.8,147.6525734149834,60.07774706651312,147.6525734149834,60.07774706651312
488,1.5,-0.7,155.48541908810375,69.55137983727944,155.48541908810375,69.55137983727944
489,1.5,-0.6,160.76870131336034,79.19634327174218,160.76870131336034,79.19634327174218
490,1.5,-0.5,163.7969455101165,88.99284526172018,163.7969455101165,88.99284526172018
491,1.5,-0.4,164.8624645651916,98.92124238121912,164.8624645651916,98.92124238121912
492,1.5,-0.3,164.24821171822035,108.96252017253559,164.24821171822035,108.96252017253559
493,1.5,-0.2,162.22197079373402,119.09868356266108,162.22197079373402,119.09868356266108
494,1.5,-0.1,159.03204397757273,129.3130466447071,159.03204397757273,129.3130466447071
495,1.5,0.0,154.90443170582918,139.59042218936827,154.90443170582918,139.59042218936827
496,1.6,-3.0,Extinct,Extinct,,
497,1.6,-2.9,Extinct,Extinct,,
498,1.6,-2.8,Extinct,Extinct,,
499,1.6,-2.7,Extinct,Extinct,,
500,1.6,-2.6,Extinct,Extinct,,
501,1.6,-2.5,Extinct,Extinct,,
502,1.6,-2.4,Extinct,Extinct,,
503,1.6,-2.3,Extinct,Extinct,,
504,1.6,-2.2,Extinct,Extinct,,
505,1.6,-2.1,Extinct,Extinct,,
506,1.6,-2.0,Extinct,Extinct,,
507,1.6,-1.9,Extinct,Extinct,,
508,1.6,-1.8,Extinct,Extinct,,
509,1.6,-1.7,Extinct,Extinct,,
510,1.6,-1.6,0.18548564001629259,0.03744423727889857,0.18548564001629259,0.03744423727889857
511,1.6,-1.5,35.07136211496394,7.643204465874443,35.07136211496394,7.643204465874443
512,1.6,-1.4,65.98453140923434,15.565839489299469,65.98453140923434,15.565839489299469
513,1.6,-1.3,92.80619098436118,23.763423965850933,92.80619098436118,23.763423965850933
514,1.6,-1.2,115.64940162982842,32.22836021047556,115.64940162982842,32.22836021047556
515,1.6,-1.1,134.67321719872726,40.94995980424552,134.67321719872726,40.94995980424552
516,1.6,-1.0,150.07990469344105,49.91463040460078,150.07990469344105,49.91463040460078
517,1.6,-0.9,162.10981368208454,59.10622052056394,162.10981368208454,59.10622052056394
518,1.6,-0.8,171.03421671016596,68.50650063707685,171.03421671016596,68.50650063707685
519,1.6,-0.7,177.14668491186163,78.09574277392292,177.14668491186163,78.09574277392292
520,1.6,-0.6,180.75372095457706,87.85334995185242,180.75372095457706,87.85334995185242
521,1.6,-0.5,182.1654150065627,97.75848411155901,182.1654150065627,97.75848411155901
522,1.6,-0.4,181.68681771017341,107.79064584987634,181.68681771017341,107.79064584987634
523,1.6,-0.3,179.61056322160283,117.9301701515083,179.61056322160283,117.9301701515083
524,1.6,-0.2,176.2110675010258,128.15861626393107,176.2110675010258,128.15861626393107
525,1.6,-0.1,171.74041654520516,138.4590440081622,171.74041654520516,138.4590440081622
526,1.6,0.0,166.42588087637202,148.81618080510782,166.42588087637202,148.81618080510782
527,1.7,-3.0,Extinct,Extinct,,
528,1.7,-2.9,Extinct,Extinct,,
529,1.7,-2.8,Extinct,Extinct,,
530,1.7,-2.7,Extinct,Extinct,,
531,1.7,-2.6,Extinct,Extinct,,
532,1.7,-2.5,Extinct,Extinct,,
533,1.7,-2.4,Extinct,Extinct,,
534,1.7,-2.3,Extinct,Extinct,,
535,1.7,-2.2,Extinct,Extinct,,
536,1.7,-2.1,Extinct,Extinct,,
537,1.7,-2.0,Extinct,Extinct,,
538,1.7,-1.9,Extinct,Extinct,,
539,1.7,-1.8,Extinct,Extinct,,
540,1.7,-1.7,0.19975102319641166,0.03648632286475414,0.19975102319641166,0.03648632286475414
541,1.7,-1.6,37.87554271128671,7.454763529801534,37.87554271128671,7.454763529801534
542,1.7,-1.5,71.462239617594,15.197737497697695,71.462239617594,15.197737497697695
543,1.7,-1.4,100.79027522685509,23.226893504755363,100.79027522685509,23.226893504755363
544,1.7,-1.3,125.93810723493148,31.536959193812574,125.93810723493148,31.536959193812574
545,1.7,-1.2,147.03411399098917,40.119307539805526,147.03411399098917,40.119307539805526
546,1.7,-1.1,164.25574476280985,48.96201395193917,164.25574476280985,48.96201395193917
547,1.7,-1.0,177.8259729345349,58.05009461879925,177.8259729345349,58.05009461879925
548,1.7,-0.9,188.00715987001905,67.36591885673472,188.00715987001905,67.36591885673472
549,1.7,-0.8,195.09275803896193,76.88976665978176,195.09275803896193,76.88976665978176
550,1.7,-0.7,199.3975489970682,86.60048470739702,199.3975489970682,86.60048470739702
551,1.7,-0.6,201.2472677510795,96.47618360712745,201.2472677510795,96.47618360712745
552,1.7,-0.5,200.9684811695157,106.49491806540853,200.9684811695157,106.49491806540853
553,1.7,-0.4,198.8794720753575,116.63529947653598,198.8794720753575,116.63529947653598
554,1.7,-0.3,195.28267097594338,126.8770045104166,195.28267097594338,126.8770045104166
555,1.7,-0.2,190.4589279389891,137.20116004249994,190.4589279389891,137.20116004249994
556,1.7,-0.1,184.66367953222934,147.5906007354342,184.66367953222934,147.5906007354342
557,1.7,0.0,178.12487654774873,158.0300082959913,178.12487654774873,158.0300082959913
558,1.8,-3.0,Extinct,Extinct,,
559,1.8,-2.9,Extinct,Extinct,,
560,1.8,-2.8,Extinct,Extinct,,
561,1.8,-2.7,Extinct,Extinct,,
562,1.8,-2.6,Extinct,Extinct,,
563,1.8,-2.5,Extinct,Extinct,,
564,1.8,-2.4,Extinct,Extinct,,
565,1.8,-2.3,Extinct,Extinct,,
566,1.8,-2.2,Extinct,Extinct,,
567,1.8,-2.1,Extinct,Extinct,,
568,1.8,-2.0,Extinct,Extinct,,
569,1.8,-1.9,Extinct,Extinct,,
570,1.8,-1.8,0.21469039586489494,0.035482964182730226,0.21469039586489494,0.035482964182730226
571,1.8,-1.7,40.82637981592234,7.256467276370049,40.82637981592234,7.256467276370049
572,1.8,-1.6,77.25515648894938,14.808453483942602,77.25515648894938,14.808453483942602
573,1.8,-1.5,109.27689214628943,22.656592847769364,109.27689214628943,22.656592847769364
574,1.8,-1.4,136.93076446662414,30.79825262784289,136.93076446662414,30.79825262784289
575,1.8,-1.3,160.3084128765508,39.22727465469579,160.3084128765508,39.22727465469579
576,1.8,-1.2,179.5553896165328,47.933877817769016,179.5553896165328,47.933877817769016
577,1.8,-1.1,194.8697414855003,56.90475337217437,194.8697414855003,56.90475337217437
578,1.8,-1.0,206.4975430993342,66.12336510372474,206.4975430993342,66.12336510372474
579,1.8,-0.9,214.72557260705815,75.5704415208057,214.72557260705815,75.5704415208057
580,1.8,-0.8,219.8716931103046,85.22462222298753,219.8716931103046,85.22462222298753
581,1.8,-0.7,222.27379528580613,95.06320095679385,222.27379528580613,95.06320095679385
582,1.8,-0.6,222.27830423070023,105.06289795569694,222.27830423070023,105.06289795569694
583,1.8,-0.5,220.22923084395913,115.20059568728595,220.22923084395913,115.20059568728595
584,1.8,-0.4,216.4585751839204,125.45398374764054,216.4585751839204,125.45398374764054
585,1.8,-0.3,211.27862085684168,135.80207667842024,211.27862085684168,135.80207667842024
586,1.8,-0.2,204.97636325394043,146.2255883893352,204.97636325394043,146.2255883893352
587,1.8,-0.1,197.81004940517354,156.70716467997235,197.81004940517354,156.70716467997235
588,1.8,0.0,190.00761036936456,167.23148858317873,190.00761036936456,167.23148858317873
589,1.9,-3.0,Extinct,Extinct,,
590,1.9,-2.9,Extinct,Extinct,,
591,1.9,-2.8,Extinct,Extinct,,
592,1.9,-2.7,Extinct,Extinct,,
593,1.9,-2.6,Extinct,Extinct,,
594,1.9,-2.5,Extinct,Extinct,,
595,1.9,-2.4,Extinct,Extinct,,
596,1.9,-2.3,Extinct,Extinct,,
597,1.9,-2.2,Extinct,Extinct,,
598,1.9,-2.1,Extinct,Extinct,,
599,1.9,-2.0,Extinct,Extinct,,
600,1.9,-1.9,0.23027273821789057,0.034436246309839956,0.23027273821789057,0.034436246309839956
601,1.9,-1.8,43.91905324314657,7.048639622060557,43.91905324314657,7.048639622060557
602,1.9,-1.7,83.35706698221871,14.398405098794905,83.35706698221871,14.398405098794905
603,1.9,-1.6,118.26281706206716,22.052738693429088,118.26281706206716,22.052738693429088
604,1.9,-1.5,148.63226613788422,30.011911715534172,148.63226613788422,30.011911715534172
605,1.9,-1.4,174.51461969498013,38.27261755649736,174.51461969498013,38.27261755649736
606,1.9,-1.3,196.01632418247468,46.82770301493767,196.01632418247468,46.82770301493767
607,1.9,-1.2,213.30226549026636,55.6660877590541,213.30226549026636,55.6660877590541
608,1.9,-1.1,226.59365362053643,64.77290647669992,226.59365362053643,64.77290647669992
609,1.9,-1.0,236.16244685258752,74.1298835715061,236.16244685258752,74.1298835715061
610,1.9,-0.9,242.322616143508,83.71592019515624,242.322616143508,83.71592019515624
611,1.9,-0.8,245.41898334901555,93.50784431894614,245.41898334901555,93.50784431894614
612,1.9,-0.7,245.81468420074464,103.48125322170995,245.81468420074464,103.48125322170995
613,1.9,-0.6,243.8784365858338,113.61136906143196,243.8784365858338,113.61136906143196
614,1.9,-0.5,239.9727178174369,123.87383336266824,239.9727178174369,123.87383336266824
615,1.9,-0.4,234.44370904847617,134.24538275194237,234.44370904847617,134.24538275194237
616,1.9,-0.3,227.61352624720203,144.704371036188,227.61352624720203,144.704371036188
617,1.9,-0.2,219.77490892515368,155.2311261202297,219.77490892515368,155.2311261202297
618,1.9,-0.1,211.18824616755037,165.80814985754066,211.18824616755037,165.80814985754066
619,1.9,0.0,202.08061985279016,176.42018234589253,202.08061985279016,176.42018234589253
620,2.0,-3.0,Extinct,Extinct,,
621,2.0,-2.9,Extinct,Extinct,,
622,2.0,-2.8,Extinct,Extinct,,
623,2.0,-2.7,Extinct,Extinct,,
624,2.0,-2.6,Extinct,Extinct,,
625,2.0,-2.5,Extinct,Extinct,,
626,2.0,-2.4,Extinct,Extinct,,
627,2.0,-2.3,Extinct,Extinct,,
628,2.0,-2.2,Extinct,Extinct,,
629,2.0,-2.1,Extinct,Extinct,,
630,2.0,-2.0,0.2464576067187035,0.03334888632742138,0.2464576067187035,0.03334888632742138
631,2.0,-1.9,47.14664147598776,6.831745692813672,47.14664147598776,6.831745692813672
632,2.0,-1.8,89.75721471477155,13.968315171167351,89.75721471477155,13.968315171167351
633,2.0,-1.7,127.73773284933584,21.416024352524637,127.73773284933584,21.416024352524637
634,2.0,-1.6,161.03807899105504,29.1782410918011,161.03807899105504,29.1782410918011
635,2.0,-1.5,189.6600950212425,37.25484161457252,189.6600950212425,37.25484161457252
636,2.0,-1.4,213.66418755436683,45.64176659634655,213.66418755436683,45.64176659634655
637,2.0,-1.3,233.17349505662293,54.33074113219493,233.17349505662293,54.33074113219493
638,2.0,-1.2,248.37476387731206,63.309215867444635,248.37476387731206,63.309215867444635
639,2.0,-1.1,259.51537496031955,72.56056680266651,259.51537496031955,72.56056680266651
640,2.0,-1.0,266.89642327910633,82.06456035564406,266.89642327910633,82.06456035564406
641,2.0,-0.9,270.862295997166,91.79805370899045,270.862295997166,91.79805370899045
642,2.0,-0.8,271.78769963400134,101.73586658459509,271.78769963400134,101.73586658459509
643,2.0,-0.7,270.0634271570074,111.8517376950491,270.0634271570074,111.8517376950491
644,2.0,-0.6,266.0822537228183,122.11927254982662,266.0822537228183,122.11927254982662
645,2.0,-0.5,260.2261981836013,132.512799482062,260.2261981836013,132.512799482062
646,2.0,-0.4,252.85604931231003,143.00807348621274,252.85604931231003,143.00807348621274
647,2.0,-0.3,244.30363312930376,153.5827958537108,244.30363312930376,153.5827958537108
648,2.0,-0.2,234.86689273164575,164.21694480843345,234.86689273164575,164.21694480843345
649,2.0,-0.1,224.80753652530586,174.89293354549943,224.80753652530586,174.89293354549943
650,2.0,0.0,214.3508153619917,185.59562520767423,214.3508153619917,185.59562520767423
651,2.1,-3.0,Extinct,Extinct,,
652,2.1,-2.9,Extinct,Extinct,,
653,2.1,-2.8,Extinct,Extinct,,
654,2.1,-2.7,Extinct,Extinct,,
655,2.1,-2.6,Extinct,Extinct,,
656,2.1,-2.5,Extinct,Extinct,,
657,2.1,-2.4,Extinct,Extinct,,
658,2.1,-2.3,Extinct,Extinct,,
659,2.1,-2.2,Extinct,Extinct,,
660,2.1,-2.1,0.26319512403714457,0.0322242349114096,0.26319512403714457,0.0322242349114096
661,2.1,-2.0,50.50005255177833,6.606396468520511,50.50005255177833,6.606396468520511
662,2.1,-1.9,96.43999256568515,13.519232499585986,96.43999256568515,13.519232499585986
663,2.1,-1.8,137.68346261736937,20.747671312112796,137.68346261736937,20.747671312112796
664,2.1,-1.7,174.13278569720688,28.298276801147725,174.13278569720688,28.298276801147725
665,2.1,-1.6,205.73870864419465,36.174358779110136,205.73870864419465,36.174358779110136
666,2.1,-1.5,232.50944091037638,44.375365570822716,232.50944091037638,44.375365570822716
667,2.1,-1.4,254.51791998208253,52.89639577720407,254.51791998208253,52.89639577720407
668,2.1,-1.3,271.90617158664344,61.727905269377565,271.90617158664344,61.727905269377565
669,2.1,-1.2,284.8857763352333,70.85567583027233,284.8857763352333,70.85567583027233
670,2.1,-1.1,293.73383565068235,80.26108624427414,293.73383565068235,80.26108624427414
671,2.1,-1.0,298.7844103761658,89.92168762272163,298.7844103761658,89.92168762272163
672,2.1,-0.9,300.4160710590191,99.81204002483392,300.4160710590191,99.81204002483392
673,2.1,-0.8,299.0367876769204,109.90472786811094,299.0367876769204,109.90472786811094
674,2.1,-0.7,295.06774597135774,120.17144747072477,295.06774597135774,120.17144747072477
675,2.1,-0.6,288.9277232755424,130.58405699588357,288.9277232755424,130.58405699588357
676,2.1,-0.5,281.0194025635703,141.1154961477281,281.0194025635703,141.1154961477281
677,2.1,-0.4,271.71854746565987,151.74051361030766,271.71854746565987,151.74051361030766
678,2.1,-0.3,261.3664392043074,162.43617528547057,261.3664392043074,162.43617528547057
679,2.1,-0.2,250.26551102858267,173.18215765887925,250.26551102858267,173.18215765887925
680,2.1,-0.1,238.6777818656761,183.96085305862658,238.6777818656761,183.96085305862658
681,2.1,0.0,226.82550983890079,194.7573257388259,226.82550983890079,194.7573257388259
682,2.2,-3.0,Extinct,Extinct,,
683,2.2,-2.9,Extinct,Extinct,,
684,2.2,-2.8,Extinct,Extinct,,
685,2.2,-2.7,Extinct,Extinct,,
686,2.2,-2.6,Extinct,Extinct,,
687,2.2,-2.5,Extinct,Extinct,,
688,2.2,-2.4,Extinct,Extinct,,
689,2.2,-2.3,Extinct,Extinct,,
690,2.2,-2.2,0.2804262475579052,0.031066259039596384,0.2804262475579052,0.031066259039596384
691,2.2,-2.1,53.96801811377277,6.373349182754489,53.96801811377277,6.373349182754489
692,2.2,-2.0,103.38476448052216,13.052543826908948,103.38476448052216,13.052543826908948
693,2.2,-1.9,148.07338132371638,20.04946877504628,148.07338132371638,20.04946877504628
694,2.2,-1.8,187.88879723002566,27.3738728261423,187.88879723002566,27.3738728261423
695,2.2,-1.7,222.7285603957974,35.03264074140242,222.7285603957974,35.03264074140242
696,2.2,-1.6,252.54387379862322,43.02905168073253,252.54387379862322,43.02905168073253
697,2.2,-1.5,277.34979030747985,51.36209409133737,277.34979030747985,51.36209409133737
698,2.2,-1.4,297.2332820368811,60.0259234471216,297.2332820368811,60.0259234471216
699,2.2,-1.3,312.3578289528947,69.00955389436547,312.3578289528947,69.00955389436547
700,2.2,-1.2,322.96336788586655,78.29686167806977,322.96336788586655,78.29686167806977
701,2.2,-1.1,329.3609399757269,87.86694483363114,329.3609399757269,87.86694483363114
702,2.2,-1.0,331.9221128364317,97.6948340173918,331.9221128364317,97.6948340173918
703,2.2,-0.9,331.06407435041143,107.75249420365235,331.06407435041143,107.75249420365235
704,2.2,-0.8,327.2319839266009,118.01001068013244,327.2319839266009,118.01001068013244
705,2.2,-0.7,320.88053624794236,128.4368279641383,320.88053624794236,128.4368279641383
706,2.2,-0.6,312.4566565922051,139.00291267700385,312.4566565922051,139.00291267700385
707,2.2,-0.5,302.3848524169565,149.67973791758052,302.3848524169565,149.67973791758052
708,2.2,-0.4,291.0561403219499,160.44102737036502,291.0561403219499,160.44102737036502
709,2.2,-0.3,278.8208293767209,171.2632402658844,278.8208293767209,171.2632402658844
710,2.2,-0.2,265.98491459919023,182.12581373893445,265.98491459919023,182.12581373893445
711,2.2,-0.1,252.80949171695653,193.0112021566206,252.80949171695653,193.0112021566206
712,2.2,0.0,239.51245160842515,203.90476325191386,239.51245160842515,203.90476325191386
713,2.3,-3.0,Extinct,Extinct,,
714,2.3,-2.9,Extinct,Extinct,,
715,2.3,-2.8,Extinct,Extinct,,
716,2.3,-2.7,Extinct,Extinct,,
717,2.3,-2.6,Extinct,Extinct,,
718,2.3,-2.5,Extinct,Extinct,,
719,2.3,-2.4,Extinct,Extinct,,
720,2.3,-2.3,0.29808333453535596,0.0298795046307007,0.29808333453535596,0.0298795046307007
721,2.3,-2.2,57.53715947258812,6.13350288344205,57.53715947258812,6.13350288344205
722,2.3,-2.1,110.5658503153395,12.569974858809168,110.5658503153395,12.569974858809168
723,2.3,-2.0,158.87207879736286,19.323796304817204,158.87207879736286,19.323796304817204
724,2.3,-1.9,202.26536370829635,26.407767558802473,202.26536370829635,26.407767558802473
725,2.3,-1.8,240.58995330589303,33.83235513784396,240.58995330589303,33.83235513784396
726,2.3,-1.7,273.7371711869584,41.60486209623637,273.7371711869584,41.60486209623637
727,2.3,-1.6,301.6580293041479,49.728580430761234,301.6580293041479,49.728580430761234
728,2.3,-1.5,324.3748498052791,58.202010093085235,324.3748498052791,58.202010093085235
729,2.3,-1.4,341.99033236101445,67.01824966533982,341.99033236101445,67.01824966533982
730,2.3,-1.3,354.69242447197985,76.16466907548293,354.69242447197985,76.16466907548293
731,2.3,-1.2,362.7536182440775,85.62295685399799,362.7536182440775,85.62295685399799
732,2.3,-1.1,366.5239491780482,95.36959061523514,366.5239491780482,95.36959061523514
733,2.3,-1.0,366.41792040829216,105.37671574856275,366.41792040829216,105.37671574856275
734,2.3,-0.9,362.89659656614975,115.6133487107547,362.89659656614975,115.6133487107547
735,2.3,-0.8,356.44691926468454,126.04676702541317,356.44691926468454,126.04676702541317
736,2.3,-0.7,347.5606590539683,136.64392371157334,347.5606590539683,136.64392371157334
737,2.3,-0.6,336.71525779022346,147.37273467649695,336.71525779022346,147.37273467649695
738,2.3,-0.5,324.3582294009909,158.20312698425337,324.3582294009909,158.20312698425337
739,2.3,-0.4,310.8959918604886,169.10778934697515,310.8959918604886,169.10778934697515
740,2.3,-0.3,296.68723041331214,180.0626181162254,296.68723041331214,180.0626181162254
741,2.3,-0.2,282.0403055811925,191.04689146494388,282.0403055811925,191.04689146494388
742,2.3,-0.1,267.213883468361,202.0432270309263,267.213883468361,202.0432270309263
743,2.3,0.0,252.41986065910726,213.03738536370847,252.41986065910726,213.03738536370847
744,2.4,-3.0,Extinct,Extinct,,
745,2.4,-2.9,Extinct,Extinct,,
746,2.4,-2.8,Extinct,Extinct,,
747,2.4,-2.7,Extinct,Extinct,,
748,2.4,-2.6,Extinct,Extinct,,
749,2.4,-2.5,Extinct,Extinct,,
750,2.4,-2.4,0.3160910072343184,0.028669038901618985,0.3160910072343184,0.028669038901618985
751,2.4,-2.3,61.19213114943535,5.887888786757966,61.19213114943535,5.887888786757966
752,2.4,-2.2,117.95269945884895,12.073578596365326,117.95269945884895,12.073578596365326
753,2.4,-2.1,170.03534254926396,18.573624980689463,170.03534254926396,18.573624980689463
754,2.4,-2.0,217.208020409264,25.40362102849746,217.208020409264,25.40362102849746
755,2.4,-1.9,259.263842613194,32.57746977639336,259.263842613194,32.57746977639336
756,2.4,-1.8,296.03384716251395,40.10652547067905,296.03384716251395,40.10652547067905
757,2.4,-1.7,327.4011841549752,47.998640424785656,327.4011841549752,47.998640424785656
758,2.4,-1.6,353.3156774571498,56.25718647487951,353.3156774571498,56.25718647487951
759,2.4,-1.5,373.8072324574984,64.88015397885609,373.8072324574984,64.88015397885609
760,2.4,-1.4,388.99616685602547,73.85945758727507,388.99616685602547,73.85945758727507
761,2.4,-1.3,399.0984451631787,83.18058448503439,399.0984451631787,83.18058448503439
762,2.4,-1.2,404.424156439571,92.82269668726083,404.424156439571,92.82269668726083
763,2.4,-1.1,405.368437618279,102.75924099205163,405.368437618279,102.75924099205163
764,2.4,-1.0,402.39527554048897,112.95903748367911,402.39527554048897,112.95903748367911
765,2.4,-0.9,396.0159037300295,123.38773126934204,396.0159037300295,123.38773126934204
