Realisation number,Variable,index,Lag-2 AC,Lag-1 AC,Coefficient of variation,Smax/Mean,Skewness,Kurtosis,Standard deviation,Smax,Variance,Lag-3 AC,Smax/Var,Cross correlation
50,Breeding,0,0.43236074270557023,0.8458591217211906,0.34246979074565276,-0.3333333333333333,-0.15119363395225463,-0.3239021514883584,-0.963454170350722,-0.9999999999999999,-0.963454170350722,-0.11788977306218684,0.6,-0.09234485321441843
51,Non-breeding,0,0.4423813734158561,0.9516651930445033,0.9310344827586206,0.8666666666666666,-0.1809608016504568,0.5540819333922782,-0.9210138520483346,-0.9999999999999999,-0.9210138520483346,0.7933981727085175,0.7333333333333333,0.18589743589743593
51,Breeding,0,0.645446507515473,0.9148246389625698,0.9330975537872089,0.8666666666666666,-0.8234600648393752,0.2735042735042735,-0.971706454465075,-0.6,-0.971706454465075,0.8726790450928381,0.8666666666666666,0.18589743589743593
52,Non-breeding,0,0.6424992631889183,0.9204244031830238,0.8160919540229885,0.6,-0.4783377541998231,-0.16681402888299438,-0.9510757441791923,-0.6,-0.9510757441791923,0.5095785440613027,0.4666666666666666,0.42614269788182835
52,Breeding,0,0.5425876805187149,0.8806366047745356,0.676392572944297,0.7333333333333333,0.2402004126142057,0.31063955201886234,-0.9699381078691421,-0.9999999999999999,-0.9699381078691421,0.5175361037430002,0.9999999999999999,0.42614269788182835
53,Non-breeding,0,0.6083112290008841,0.9434129089301503,0.6489832007073386,0.06666666666666665,0.08311229000884172,0.08900677866195107,-0.9519599174771588,-0.8666666666666666,-0.9519599174771588,0.25788387857353373,0.6,0.6238387216648087
53,Breeding,0,-0.09666961391099321,0.9065723548482169,0.8355437665782492,-0.3333333333333333,0.5145888594164456,0.6342469790745652,-0.9781903919834953,-0.7333333333333333,-0.9781903919834953,0.5726495726495726,-0.3333333333333333,0.6238387216648087
54,Non-breeding,0,0.8544061302681991,0.8936044798113763,0.8670792808723842,0.8666666666666666,0.28146183318597107,-0.17742410845859122,-0.9201296787503683,-0.7333333333333333,-0.9201296787503683,0.8476274683171233,0.8666666666666666,-0.11659234485321442
54,Breeding,0,0.7595048629531387,0.9289714117300323,0.9463601532567049,0.2,0.7424108458591216,0.6799292661361627,-0.9764220453875625,-0.9999999999999999,-0.9764220453875625,0.44267609784851153,0.3333333333333333,-0.11659234485321442
55,Non-breeding,0,0.5069260241674034,0.9640436192160329,0.6554671382257589,0.4666666666666666,0.47008547008547,-0.42646625405246086,-0.9755378720895961,-0.6,-0.9755378720895961,0.7105806071323312,0.8666666666666666,-0.28112225938312896
55,Breeding,0,0.3872679045092838,0.8269967580312407,0.6696139109932212,0.4666666666666666,-0.18213969938107866,0.09519599174771587,-0.9893899204244031,-0.7333333333333333,-0.9893899204244031,0.7306218685529029,0.7333333333333333,-0.28112225938312896
56,Non-breeding,0,0.41585617447686407,0.9171824344238135,0.8205128205128204,0.3333333333333333,0.6855290303566164,0.10315355142941349,-0.9434129089301503,-0.2,-0.9434129089301503,0.6074270557029177,0.2,0.24461166852471203
56,Breeding,0,0.3969938107869142,0.885941644562334,0.864426760978485,0.8666666666666666,0.1308576480990274,0.16327733569112876,-0.9605069260241673,-0.9999999999999999,-0.9605069260241673,0.8426171529619804,0.8666666666666666,0.24461166852471203
57,Non-breeding,0,0.4105511346890656,0.7771883289124667,0.8323017978190391,-0.6,-0.47450633657530206,-0.3353964043619216,-0.971117005599764,-0.9999999999999999,-0.971117005599764,0.5069260241674034,-0.4666666666666666,-0.3014678558156819
57,Breeding,0,-0.009431181844974948,0.8340701444149718,0.7995873857942821,-0.7333333333333333,-0.35514294134983787,0.24904214559386972,-0.9858532272325374,-0.9999999999999999,-0.9858532272325374,0.515473032714412,-0.3333333333333333,-0.3014678558156819
58,Non-breeding,0,0.7338638373121131,0.9587385794282346,0.8535219569702327,0.9999999999999999,-0.2590627763041556,-0.35072207486000584,-0.9637488947833773,0.7333333333333333,-0.9637488947833773,0.43442381373415845,0.9999999999999999,0.2861389817911557
58,Breeding,0,0.7155909224874741,0.8947833775419981,0.6327733569112879,0.8666666666666666,-0.17889773062186853,0.036545829649277925,-0.9752431476569406,-0.7333333333333333,-0.9752431476569406,0.3035661656351311,0.9999999999999999,0.2861389817911557
59,Non-breeding,0,0.4638962569997052,0.9165929855585027,0.7474211612142645,-0.7333333333333333,-0.24904214559386972,-0.4055408193339228,-0.948423224285293,-0.9999999999999999,-0.948423224285293,0.048334806955496606,0.2,-0.5415273132664437
59,Breeding,0,0.6551724137931034,0.8638373121131742,-0.07633362805776599,-0.4666666666666666,-0.4824638962569997,-0.30798703212496314,-0.9926318891836131,-0.8666666666666666,-0.9926318891836131,0.06660772178013556,0.2,-0.5415273132664437
60,Non-breeding,0,0.627173592690834,0.9183613321544356,0.81078691423519,-0.6,0.31830238726790444,-0.07603890362511051,-0.9799587385794282,-0.9999999999999999,-0.9799587385794282,0.09342764515178306,-0.2,-0.3012820512820513
60,Breeding,0,0.2947244326554671,0.8835838491010903,0.7765988800471558,-0.4666666666666666,0.5299145299145299,0.699086354258768,-0.986147951665193,-0.9999999999999999,-0.986147951665193,-0.16445623342175064,0.6,-0.3012820512820513
61,Non-breeding,0,0.5263778367226642,0.9139404656646035,0.7536103743000294,-0.6,0.5225464190981433,0.17506631299734746,-0.9165929855585027,-0.8666666666666666,-0.9165929855585027,-0.15974064249926315,0.6,-0.3734671125975474
61,Breeding,0,0.7568523430592395,0.9160035366931917,0.8172708517536104,0.4666666666666666,0.6920129678750367,0.5434718538166813,-0.9770114942528735,-0.8666666666666666,-0.9770114942528735,0.07839669908635424,0.7333333333333333,-0.3734671125975474
62,Non-breeding,0,0.044208664898320066,0.9012673150604184,0.7203065134099617,0.06666666666666665,0.04892425582080754,-0.19245505452402,-0.9416445623342174,-0.8666666666666666,-0.9416445623342174,-0.3380489242558208,0.4666666666666666,-0.42985878855444076
62,Breeding,0,0.3654582964927792,0.8202180960801649,0.6433834364868847,-0.6,-0.07338638373121131,0.7273798997936928,-0.9843796050692601,-0.9999999999999999,-0.9843796050692601,-0.09755378720895962,-0.4666666666666666,-0.42985878855444076
63,Non-breeding,0,0.3666371942234011,0.9466548776893603,0.8104921898025346,0.6,-0.22163277335691128,0.5814913056292366,-0.9490126731506041,-0.8666666666666666,-0.9490126731506041,0.7026230474506336,0.7333333333333333,-0.02814938684503902
63,Breeding,0,-0.37754199823165335,0.8659003831417623,0.6363100501031534,-0.8666666666666666,-0.35337459475390504,0.6625405246094901,-0.9773062186855288,-0.9999999999999999,-0.9773062186855288,0.6407309165929855,-0.3333333333333333,-0.02814938684503902
64,Non-breeding,0,-0.04686118479221927,0.9410551134689066,0.6675508399646329,-0.2,0.37872089596227526,-0.02947244326554671,-0.9802534630120837,-0.9999999999999999,-0.9802534630120837,0.5587975243147656,0.3333333333333333,-0.575157933853586
64,Breeding,0,0.14677276746242263,0.9543177129384025,0.1279104037724727,-0.06666666666666665,-0.03153551429413498,0.3348069554966106,-0.9837901562039493,-0.6,-0.9837901562039493,0.3477748305334512,0.6,-0.575157933853586
65,Non-breeding,0,0.2605363984674329,0.8992042440318302,0.8411435307987032,-0.2,0.5505452402004125,0.43059239610963745,-0.9764220453875625,-0.9999999999999999,-0.9764220453875625,-0.12584733274388446,0.3333333333333333,-0.3380713489409142
65,Breeding,0,-0.20807544945475978,0.9543177129384025,0.24078986147951661,0.2,-0.12673150604185085,0.6908340701444149,-0.9849690539345711,-0.9999999999999999,-0.9849690539345711,0.2888299440023578,0.7333333333333333,-0.3380713489409142
66,Non-breeding,0,0.4358974358974359,0.9301503094606541,0.5511346890657235,-0.6,0.1559092248747421,-0.22988505747126436,-0.9619805481874446,-0.8666666666666666,-0.9619805481874446,0.15915119363395222,-0.4666666666666666,-0.3743961352657005
66,Breeding,0,0.4205717653993516,0.7382847038019451,-0.5013262599469496,-0.8666666666666666,0.3150604185086943,0.34070144414972,-0.9849690539345711,-0.9999999999999999,-0.9849690539345711,0.17064544650751545,-0.3333333333333333,-0.3743961352657005
67,Non-breeding,0,0.49248452696728556,0.9519599174771588,0.8432066018272913,-0.06666666666666665,0.5549661066902446,0.3295019157088122,-0.9746536987916298,-0.9999999999999999,-0.9746536987916298,-0.11906867079280871,-0.06666666666666665,-0.03920475659606095
67,Breeding,0,0.827291482463896,0.8611847922192749,0.9522546419098141,0.7333333333333333,0.5540819333922782,0.890362511052166,-0.9737695254936632,-0.8666666666666666,-0.9737695254936632,-0.2543471853816681,0.7333333333333333,-0.03920475659606095
68,Non-breeding,0,-0.16268788682581783,0.8844680223990568,0.9375184202770408,0.6,0.7621573828470379,0.7945770704391394,-0.962864721485411,-0.8666666666666666,-0.962864721485411,-0.14235190097259062,0.4666666666666666,-0.12606837606837606
68,Breeding,0,0.41379310344827586,0.9593280282935455,0.9106984969053933,0.2,0.6878868258178602,0.7244326554671381,-0.9764220453875625,-0.9999999999999999,-0.9764220453875625,0.17005599764220453,0.7333333333333333,-0.12606837606837606
69,Non-breeding,0,-0.17359269083407014,0.9301503094606541,0.6554671382257589,0.3333333333333333,-0.4653698791629825,-0.44503389330975535,-0.963454170350722,-0.3333333333333333,-0.963454170350722,0.8037135278514588,0.7333333333333333,-0.21701969528056486
69,Breeding,0,0.12879457707043912,0.8809313292071912,0.5717653993516062,0.3333333333333333,0.6746242263483642,0.3463012083701738,-0.9802534630120837,-0.7333333333333333,-0.9802534630120837,0.5169466548776893,0.8666666666666666,-0.21701969528056486
70,Non-breeding,0,0.5977011494252873,0.9466548776893603,0.9381078691423518,0.2,-0.09608016504568227,-0.6333628057765989,-0.9575596816976127,-0.6,-0.9575596816976127,0.6472148541114058,0.6,-0.1974173169825344
70,Breeding,0,0.8432066018272913,0.945770704391394,0.7877984084880636,0.7333333333333333,0.7335691128794577,0.5838491010904803,-0.9749484232242851,-0.3333333333333333,-0.9749484232242851,0.882110226937813,0.8666666666666666,-0.1974173169825344
71,Non-breeding,0,-0.4182139699381078,0.8437960506926022,0.45151783082817565,-0.2,-0.08871205422929561,0.2186855290303566,-0.985558502799882,-0.9999999999999999,-0.985558502799882,0.17005599764220453,0.3333333333333333,-0.2898550724637681
71,Breeding,0,-0.5747126436781608,0.8670792808723842,0.7656940760389036,0.2,0.17948717948717946,0.33981727085175356,-0.9834954317712937,-0.9999999999999999,-0.9834954317712937,-0.4742116121426465,0.4666666666666666,-0.2898550724637681
72,Non-breeding,0,-0.049218980253463,0.8770999115826701,0.5900383141762451,-0.4666666666666666,0.42410845859121715,0.4423813734158561,-0.9522546419098141,-0.9999999999999999,-0.9522546419098141,0.3978779840848806,0.06666666666666665,-0.591880341880342
72,Breeding,0,0.6495726495726495,0.8664898320070732,0.502210433244916,-0.8666666666666666,0.5496610669024461,0.798113763631005,-0.9843796050692601,-0.9999999999999999,-0.9843796050692601,0.28470380194518125,-0.2,-0.591880341880342
73,Non-breeding,0,-0.32213380489242555,0.9068670792808722,0.7715885646920129,-0.8666666666666666,-0.38608900677866187,-0.41143530798703204,-0.9496021220159151,-0.9999999999999999,-0.9496021220159151,0.8081343943412909,-0.4666666666666666,-0.3841508732813081
73,Breeding,0,0.25817860300618917,0.9012673150604184,0.41379310344827586,-0.9999999999999999,-0.6398467432950191,0.06454465075154729,-0.980548187444739,-0.9999999999999999,-0.980548187444739,0.694665487768936,-0.06666666666666665,-0.3841508732813081
74,Non-breeding,0,0.22546419098143236,0.9437076333628056,0.8700265251989387,0.8666666666666666,-0.7627468317123488,0.8437960506926022,-0.9504862953138814,-0.06666666666666665,-0.9504862953138814,0.35779546124373707,0.9999999999999999,0.506596060943887
74,Breeding,0,0.10050103153551428,0.930739758325965,0.7483053345122309,0.6,-0.048040082522841136,0.4105511346890656,-0.9832007073386383,-0.8666666666666666,-0.9832007073386383,0.5025051576775714,0.7333333333333333,0.506596060943887
75,Non-breeding,0,-0.11671087533156498,0.950191570881226,0.7639257294429707,0.2,-0.547008547008547,0.20159151193633948,-0.9277925139994104,-0.3333333333333333,-0.9277925139994104,0.4308871205422929,0.3333333333333333,0.45735785953177266
75,Breeding,0,0.1308576480990274,0.9440023577954612,0.8597111700559975,0.8666666666666666,-0.17182434423813733,-0.286472148541114,-0.9752431476569406,-0.2,-0.9752431476569406,-0.4173297966401414,0.8666666666666666,0.45735785953177266
76,Non-breeding,0,0.20807544945475978,0.9566755083996462,0.3731211317418213,0.06666666666666665,0.024167403477748303,-0.09372236958443854,-0.9834954317712937,-0.7333333333333333,-0.9834954317712937,0.5334512231063955,-0.06666666666666665,0.38665923448532147
76,Breeding,0,0.015915119363395222,0.8414382552313585,0.07427055702917772,-0.6,0.31594459180666074,-0.40053050397877976,-0.9784851164161507,-0.9999999999999999,-0.9784851164161507,0.3563218390804597,-0.06666666666666665,0.38665923448532147
77,Non-breeding,0,0.3887415266725611,0.9410551134689066,0.6819923371647508,0.06666666666666665,-0.5075154730327144,0.4680223990568818,-0.9829059829059827,-0.9999999999999999,-0.9829059829059827,0.028588269967580307,0.7333333333333333,-0.4920104050538834
77,Breeding,0,0.6542882404951369,0.9381078691423518,-0.38314176245210724,-0.8666666666666666,0.05747126436781609,0.30209254347185377,-0.9896846448570585,-0.9999999999999999,-0.9896846448570585,-0.20483348069554963,-0.3333333333333333,-0.4920104050538834
78,Non-breeding,0,-0.20542292956086056,0.9354553492484526,0.9045092838196285,-0.4666666666666666,-0.5428824049513704,0.6899498968464485,-0.9796640141467725,-0.9999999999999999,-0.9796640141467725,0.6089006778661951,0.7333333333333333,0.27034559643255296
78,Breeding,0,0.11906867079280871,0.8947833775419981,0.6619510757441791,-0.2,0.40288829944002347,0.5944591806660772,-0.9793692897141172,-0.7333333333333333,-0.9793692897141172,0.27880931329207187,0.2,0.27034559643255296
79,Non-breeding,0,-0.08163866784556438,0.9625699970527555,0.4102564102564102,-0.4666666666666666,-0.39434129089301495,0.2402004126142057,-0.9637488947833773,-0.8666666666666666,-0.9637488947833773,0.6136162687886825,-0.4666666666666666,-0.12532515793385357
79,Breeding,0,-0.22900088417329792,0.9115826702033598,0.09755378720895962,-0.06666666666666665,-0.2596522251694665,-0.13380489242558205,-0.9826112584733274,-0.9999999999999999,-0.9826112584733274,0.5257883878573533,-0.06666666666666665,-0.12532515793385357
80,Non-breeding,0,0.7099911582670203,0.9445918066607721,0.8629531388152076,-0.6,0.1414677276746242,-0.09725906277630415,-0.9796640141467725,-0.9999999999999999,-0.9796640141467725,0.6218685529030356,0.2,0.18626904496469715
80,Breeding,0,-0.4736221632773356,0.605069260241674,0.7547892720306513,-0.06666666666666665,-0.5098732684939581,0.7229590333038608,-0.9796640141467725,-0.8666666666666666,-0.9796640141467725,0.5661656351311523,0.06666666666666665,0.18626904496469715
81,Non-breeding,0,-0.4084880636604774,0.936339522546419,0.5620394930739758,-0.7333333333333333,-0.5755968169761272,0.004715590922487474,-0.9575596816976127,-0.8666666666666666,-0.9575596816976127,0.8252284114353079,-0.3333333333333333,-0.511055369751022
81,Breeding,0,0.34806955496610664,0.890362511052166,0.16887709991158265,-0.8666666666666666,0.2295903330386089,0.4081933392278219,-0.9890951959917476,-0.9999999999999999,-0.9890951959917476,-0.5334512231063955,0.6,-0.511055369751022
82,Non-breeding,0,0.6277630415561449,0.9481284998526377,0.8243442381373415,-0.3333333333333333,0.0663129973474801,-0.05098732684939581,-0.9522546419098141,-0.8666666666666666,-0.9522546419098141,0.6463306808134394,-0.3333333333333333,0.32822370865849126
82,Breeding,0,0.8234600648393752,0.8358384910109047,0.5670498084291187,-0.9999999999999999,-0.3663424697907456,-0.16327733569112876,-0.9552018862363688,-0.9999999999999999,-0.9552018862363688,0.6339522546419097,-0.3333333333333333,0.32822370865849126
83,Non-breeding,0,-0.5004420866489832,0.9328028293545534,0.850574712643678,-0.3333333333333333,0.5195991747715885,-0.08281756557618626,-0.9705275567344531,-0.6,-0.9705275567344531,0.7819039198349541,-0.06666666666666665,0.26207729468599034
83,Breeding,0,-0.19157088122605362,0.9330975537872089,0.8588269967580312,-0.6,-0.2617152961980548,0.6413203654582964,-0.9870321249631593,-0.9999999999999999,-0.9870321249631593,0.581786030061892,-0.4666666666666666,0.26207729468599034
84,Non-breeding,0,0.9546124373710578,0.8962569997052755,0.8317123489537281,0.6,-0.14765694076038902,-0.048334806955496606,-0.945770704391394,-0.7333333333333333,-0.945770704391394,0.7203065134099617,0.8666666666666666,0.08556298773690078
84,Breeding,0,0.7400530503978778,0.8838785735337459,0.6628352490421455,-0.2,0.7592101385204832,-0.16416150898909518,-0.9799587385794282,-0.8666666666666666,-0.9799587385794282,0.5906277630415561,0.3333333333333333,0.08556298773690078
85,Non-breeding,0,0.613321544356027,0.9298555850279987,0.7026230474506336,0.2,0.6033009136457411,0.6242263483642794,-0.9749484232242851,-0.7333333333333333,-0.9749484232242851,0.6386678455643972,0.2,0.3337978446674099
85,Breeding,0,-0.016504568228706155,0.8411435307987032,0.8352490421455937,-0.2,-0.15797229590333037,0.46654877689360447,-0.9832007073386383,-0.8666666666666666,-0.9832007073386383,-0.004126142057176539,0.2,0.3337978446674099
86,Non-breeding,0,0.564692012967875,0.8865310934276451,0.48275862068965514,-0.06666666666666665,0.6646035956380784,0.6071323312702622,-0.963454170350722,-0.8666666666666666,-0.963454170350722,0.42322428529325073,0.2,9.29022668153103e-05
86,Breeding,0,0.24580017683465957,0.8523430592396108,0.2761567933981727,-0.6,-0.042145593869731796,0.1340996168582375,-0.9808429118773946,-0.8666666666666666,-0.9808429118773946,0.3993516062481579,0.6,9.29022668153103e-05
87,Non-breeding,0,0.5302092543471854,0.8953728264073091,0.6483937518420276,0.4666666666666666,0.2178013557323902,-0.3059239610963749,-0.9602122015915118,-0.9999999999999999,-0.9602122015915118,-0.5425876805187149,0.8666666666666666,-0.5514678558156819
87,Breeding,0,0.4591806660772178,0.9189507810197465,0.33068081343943406,-0.3333333333333333,0.6634246979074565,0.05835543766578249,-0.9829059829059827,-0.9999999999999999,-0.9829059829059827,0.029177718832891244,0.3333333333333333,-0.5514678558156819
88,Non-breeding,0,0.14205717653993513,0.9605069260241673,0.578544061302682,0.06666666666666665,-0.02033598585322723,-0.5770704391394046,-0.9790745652814616,-0.7333333333333333,-0.9790745652814616,0.7586206896551724,0.4666666666666666,-0.3516350798959495
88,Breeding,0,0.7338638373121131,0.8641320365458295,0.04686118479221927,0.2,-0.5968169761273209,-0.10315355142941349,-0.9879162982611257,-0.8666666666666666,-0.9879162982611257,-0.07427055702917772,0.8666666666666666,-0.3516350798959495
89,Non-breeding,0,0.7524314765694076,0.910403772472738,0.5888594164456232,0.6,0.2855879752431476,-0.0020630710285882694,-0.9065723548482169,-0.3333333333333333,-0.9065723548482169,0.04361921603300913,0.7333333333333333,-0.1426049795615013
89,Breeding,0,0.5888594164456232,0.8815207780725022,0.8591217211906865,0.2,0.26643088712054225,0.6074270557029177,-0.971706454465075,-0.6,-0.971706454465075,0.23990568818155023,0.6,-0.1426049795615013
90,Non-breeding,0,0.7270851753610373,0.890362511052166,0.8075449454759798,-0.4666666666666666,-0.042440318302387266,-0.5764809902740937,-0.953433539640436,-0.9999999999999999,-0.953433539640436,0.5555555555555555,0.2,0.6992753623188406
90,Breeding,0,-0.29649277925139994,0.8381962864721484,0.913056292366637,-0.7333333333333333,0.5063365753020925,0.8045977011494251,-0.9808429118773946,-0.8666666666666666,-0.9808429118773946,0.622163277335691,-0.6,0.6992753623188406
91,Non-breeding,0,0.23519009725906276,0.9006778661951074,0.5882699675803124,0.2,0.1585617447686413,-0.27320954907161804,-0.958443854995579,-0.6,-0.958443854995579,0.7509578544061302,0.3333333333333333,0.3302675585284281
91,Breeding,0,0.0020630710285882694,0.8994989684644855,0.6333628057765989,-0.2,-0.47008547008547,0.8759210138520482,-0.9776009431181844,-0.9999999999999999,-0.9776009431181844,0.3471853816681403,0.06666666666666665,0.3302675585284281
92,Non-breeding,0,-0.24786324786324782,0.9696433834364868,0.6201002063071027,0.2,0.4414972001178897,-0.3931623931623931,-0.9546124373710578,-0.2,-0.9546124373710578,0.8384910109048039,0.4666666666666666,-0.1073021181716834
92,Breeding,0,0.26495726495726496,0.8888888888888888,0.5941644562334217,0.4666666666666666,0.5658709106984968,-0.06660772178013556,-0.9858532272325374,-0.8666666666666666,-0.9858532272325374,0.6318891836133215,0.8666666666666666,-0.1073021181716834
93,Non-breeding,0,0.47892720306513403,0.9463601532567049,0.7804302976716769,0.2,0.29855585027998816,0.48924255820807533,-0.9227821986442675,-0.8666666666666666,-0.9227821986442675,0.43884468022399054,0.3333333333333333,0.21339650687476777
93,Breeding,0,0.389920424403183,0.909814323607427,0.8765104627173592,-0.4666666666666666,0.37400530503978774,0.10403772472737989,-0.9631594459180665,-0.9999999999999999,-0.9631594459180665,0.7185381668140288,-0.3333333333333333,0.21339650687476777
94,Non-breeding,0,0.43295019157088116,0.8535219569702327,0.9272030651340994,0.8666666666666666,-0.3009136457412319,0.6198054818744473,-0.9448865310934275,0.2,-0.9448865310934275,0.6560565870910698,0.8666666666666666,-0.43134522482348575
94,Breeding,0,0.5567344532861773,0.9042145593869731,0.7907456528146183,0.8666666666666666,-0.3663424697907456,0.5988800471559091,-0.9566755083996462,-0.7333333333333333,-0.9566755083996462,-0.5411140583554376,0.8666666666666666,-0.43134522482348575
95,Non-breeding,0,0.6784556439728853,0.8997936928971411,0.8081343943412909,0.8666666666666666,-0.3887415266725611,-0.11906867079280871,-0.8986147951665192,0.8666666666666666,-0.8986147951665192,0.8134394341290893,0.8666666666666666,0.03418803418803419
95,Breeding,0,0.5782493368700264,0.8608900677866194,0.8853521956970231,0.4666666666666666,-0.33922782198644263,0.0860595343353964,-0.9873268493958148,-0.4666666666666666,-0.9873268493958148,0.34217506631299727,0.6,0.03418803418803419
96,Non-breeding,0,0.40907751252578833,0.8912466843501325,0.8057765988800469,-0.06666666666666665,0.37194223401119947,0.36575302092543466,-0.9210138520483346,-0.6,-0.9210138520483346,-0.5673445328617741,0.3333333333333333,-0.07199925678186549
96,Breeding,0,0.27232537577365157,0.8953728264073091,0.3910993221338048,-0.3333333333333333,0.16681402888299438,0.1396993810786914,-0.9849690539345711,-0.9999999999999999,-0.9849690539345711,-0.07633362805776599,-0.06666666666666665,-0.07199925678186549
97,Non-breeding,0,0.16062481579722956,0.9389920424403182,0.5361037430002946,-0.2,0.12879457707043912,-0.4895372826407308,-0.9593280282935455,-0.8666666666666666,-0.9593280282935455,0.009725906277630415,0.7333333333333333,-0.36361947231512454
97,Breeding,0,0.025935750073681107,0.9342764515178308,0.49425287356321834,0.4666666666666666,0.43943412908930146,0.15001473622163278,-0.9796640141467725,-0.8666666666666666,-0.9796640141467725,0.5334512231063955,0.8666666666666666,-0.36361947231512454
98,Non-breeding,0,0.6162687886825817,0.953433539640436,0.223990568818155,-0.2,0.3206601827291482,-0.4423813734158561,-0.9145299145299145,-0.3333333333333333,-0.9145299145299145,0.797524314765694,0.2,-0.16109253065774806
98,Breeding,0,0.4736221632773356,0.8750368405540818,0.3088712054229295,-0.4666666666666666,0.47892720306513403,0.004420866489832006,-0.9802534630120837,-0.7333333333333333,-0.9802534630120837,0.7164750957854404,-0.2,-0.16109253065774806
99,Non-breeding,0,0.6545829649277924,0.9189507810197465,0.936339522546419,-0.06666666666666665,0.3654582964927792,0.1270262304745063,-0.9613910993221336,-0.8666666666666666,-0.9613910993221336,0.8031240789861479,0.2,0.6295057599405426
99,Breeding,0,0.18037135278514588,0.8629531388152076,0.7329796640141466,-0.4666666666666666,0.37194223401119947,0.4244031830238726,-0.9817270851753609,-0.7333333333333333,-0.9817270851753609,0.868258178603006,-0.2,0.6295057599405426
100,Non-breeding,0,0.6422045387562628,0.9690539345711758,0.5971117005599763,-0.4666666666666666,0.3029767167698202,-0.663129973474801,-0.9395814913056292,-0.8666666666666666,-0.9395814913056292,-0.2888299440023578,-0.3333333333333333,-0.2195280564845782
100,Breeding,0,0.7712938402593573,0.9030356616563513,0.25994694960212195,-0.2,0.35985853227232534,-0.37754199823165335,-0.9846743295019156,-0.8666666666666666,-0.9846743295019156,0.2658414382552313,0.2,-0.2195280564845782
