r,Frequency,Empirical
0.05,-3.141592653589793,0.00010676179856603787
0.05,-2.9845130209103035,0.00010461847038515378
0.05,-2.827433388230814,0.0001193296441609794
0.05,-2.6703537555513246,0.0001319050881296004
0.05,-2.5132741228718345,0.00012863600498863454
0.05,-2.356194490192345,0.0001361109183175803
0.05,-2.199114857512855,0.0001592742055430441
0.05,-2.0420352248333655,0.00016927165337240278
0.05,-1.884955592153876,0.0001842309930943694
0.05,-1.7278759594743864,0.0001957550508888265
0.05,-1.5707963267948966,0.00022116814513850846
0.05,-1.413716694115407,0.000288983821530029
0.05,-1.2566370614359172,0.0003215439576256729
0.05,-1.0995574287564276,0.0003864769591736588
0.05,-0.942477796076938,0.0005154434186969955
0.05,-0.7853981633974483,0.0007025216835450475
0.05,-0.6283185307179586,0.001178414858343379
0.05,-0.471238898038469,0.002051479263563949
0.05,-0.3141592653589793,0.005866266117287559
0.05,-0.15707963267948966,0.012642018280303691
0.05,0.0,0.004686865893882514
0.05,0.15707963267948966,0.012642018280303691
0.05,0.3141592653589793,0.005866266117287559
0.05,0.471238898038469,0.002051479263563949
0.05,0.6283185307179586,0.001178414858343379
0.05,0.7853981633974483,0.0007025216835450475
0.05,0.942477796076938,0.0005154434186969955
0.05,1.0995574287564276,0.0003864769591736588
0.05,1.2566370614359172,0.0003215439576256729
0.05,1.413716694115407,0.000288983821530029
0.05,1.5707963267948966,0.00022116814513850846
0.05,1.7278759594743864,0.0001957550508888265
0.05,1.884955592153876,0.0001842309930943694
0.05,2.0420352248333655,0.00016927165337240278
0.05,2.199114857512855,0.0001592742055430441
0.05,2.356194490192345,0.0001361109183175803
0.05,2.5132741228718345,0.00012863600498863454
0.05,2.6703537555513246,0.0001319050881296004
0.05,2.827433388230814,0.0001193296441609794
0.05,2.9845130209103035,0.00010461847038515378
0.05,3.141592653589793,0.00010676179856603787
0.1,-3.141592653589793,0.00044394663684135414
0.1,-2.9845130209103035,0.00042869007245349325
0.1,-2.827433388230814,0.00047783333190945916
0.1,-2.6703537555513246,0.0005128448373130288
0.1,-2.5132741228718345,0.0004973445995722964
0.1,-2.356194490192345,0.0005293509919741367
0.1,-2.199114857512855,0.0006255152671522001
0.1,-2.0420352248333655,0.0006670729193638095
0.1,-1.884955592153876,0.0007304362352855455
0.1,-1.7278759594743864,0.0007823172315370451
0.1,-1.5707963267948966,0.0008802699293845569
0.1,-1.413716694115407,0.0011597208366505478
0.1,-1.2566370614359172,0.0012918554671484707
0.1,-1.0995574287564276,0.0015268711047398413
0.1,-0.942477796076938,0.0020052481227349887
0.1,-0.7853981633974483,0.002729753577433625
0.1,-0.6283185307179586,0.004516344803768687
0.1,-0.471238898038469,0.007705562279598051
0.1,-0.3141592653589793,0.01917913047290537
0.1,-0.15707963267948966,0.03351702975170087
0.1,0.0,0.013112073811760052
0.1,0.15707963267948966,0.03351702975170087
0.1,0.3141592653589793,0.01917913047290537
0.1,0.471238898038469,0.007705562279598051
0.1,0.6283185307179586,0.004516344803768687
0.1,0.7853981633974483,0.002729753577433625
0.1,0.942477796076938,0.0020052481227349887
0.1,1.0995574287564276,0.0015268711047398413
0.1,1.2566370614359172,0.0012918554671484707
0.1,1.413716694115407,0.0011597208366505478
0.1,1.5707963267948966,0.0008802699293845569
0.1,1.7278759594743864,0.0007823172315370451
0.1,1.884955592153876,0.0007304362352855455
0.1,2.0420352248333655,0.0006670729193638095
0.1,2.199114857512855,0.0006255152671522001
0.1,2.356194490192345,0.0005293509919741367
0.1,2.5132741228718345,0.0004973445995722964
0.1,2.6703537555513246,0.0005128448373130288
0.1,2.827433388230814,0.00047783333190945916
0.1,2.9845130209103035,0.00042869007245349325
0.1,3.141592653589793,0.00044394663684135414
0.15,-3.141592653589793,0.0010552004633625474
0.15,-2.9845130209103035,0.0010124135417261407
0.15,-2.827433388230814,0.0011147314667993408
0.15,-2.6703537555513246,0.001179866433392086
0.15,-2.5132741228718345,0.0011432698766222563
0.15,-2.356194490192345,0.0012179140690557338
0.15,-2.199114857512855,0.0014445197212590317
0.15,-2.0420352248333655,0.0015418107891228328
0.15,-1.884955592153876,0.0016899898996025932
0.15,-1.7278759594743864,0.0018188730901148146
0.15,-1.5707963267948966,0.0020426139637669564
0.15,-1.413716694115407,0.002694599805242302
0.15,-1.2566370614359172,0.003000058151496107
0.15,-1.0995574287564276,0.003513789747509461
0.15,-0.942477796076938,0.00457234268580016
0.15,-0.7853981633974483,0.0061891316441771895
0.15,-0.6283185307179586,0.010048012087073578
0.15,-0.471238898038469,0.016503418085674505
0.15,-0.3141592653589793,0.03598176552445162
0.15,-0.15707963267948966,0.05311705923467997
0.15,0.0,0.020600248338366305
0.15,0.15707963267948966,0.05311705923467997
0.15,0.3141592653589793,0.03598176552445162
0.15,0.471238898038469,0.016503418085674505
0.15,0.6283185307179586,0.010048012087073578
0.15,0.7853981633974483,0.0061891316441771895
0.15,0.942477796076938,0.00457234268580016
0.15,1.0995574287564276,0.003513789747509461
0.15,1.2566370614359172,0.003000058151496107
0.15,1.413716694115407,0.002694599805242302
0.15,1.5707963267948966,0.0020426139637669564
0.15,1.7278759594743864,0.0018188730901148146
0.15,1.884955592153876,0.0016899898996025932
0.15,2.0420352248333655,0.0015418107891228328
0.15,2.199114857512855,0.0014445197212590317
0.15,2.356194490192345,0.0012179140690557338
0.15,2.5132741228718345,0.0011432698766222563
0.15,2.6703537555513246,0.001179866433392086
0.15,2.827433388230814,0.0011147314667993408
0.15,2.9845130209103035,0.0010124135417261407
0.15,3.141592653589793,0.0010552004633625474
0.2,-3.141592653589793,0.0019876558272542005
0.2,-2.9845130209103035,0.0019001447908385217
0.2,-2.827433388230814,0.0020761016985604225
0.2,-2.6703537555513246,0.002178371342596311
0.2,-2.5132741228718345,0.0021107161284329855
0.2,-2.356194490192345,0.0022477216597007327
0.2,-2.199114857512855,0.0026706868124245914
0.2,-2.0420352248333655,0.00285158938299656
0.2,-1.884955592153876,0.0031245922854493927
0.2,-1.7278759594743864,0.0033716315653964947
0.2,-1.5707963267948966,0.0037787953463766233
0.2,-1.413716694115407,0.004979775164871826
0.2,-1.2566370614359172,0.0055344654522151765
0.2,-1.0995574287564276,0.006428289815384931
0.2,-0.942477796076938,0.00829013830303149
0.2,-0.7853981633974483,0.011106490836185704
0.2,-0.6283185307179586,0.01760656837668163
0.2,-0.471238898038469,0.02756315559264371
0.2,-0.3141592653589793,0.05324831006994386
0.2,-0.15707963267948966,0.06870050540250444
0.2,0.0,0.026221847325853864
0.2,0.15707963267948966,0.06870050540250444
0.2,0.3141592653589793,0.05324831006994386
0.2,0.471238898038469,0.02756315559264371
0.2,0.6283185307179586,0.01760656837668163
0.2,0.7853981633974483,0.011106490836185704
0.2,0.942477796076938,0.00829013830303149
0.2,1.0995574287564276,0.006428289815384931
0.2,1.2566370614359172,0.0055344654522151765
0.2,1.413716694115407,0.004979775164871826
0.2,1.5707963267948966,0.0037787953463766233
0.2,1.7278759594743864,0.0033716315653964947
0.2,1.884955592153876,0.0031245922854493927
0.2,2.0420352248333655,0.00285158938299656
0.2,2.199114857512855,0.0026706868124245914
0.2,2.356194490192345,0.0022477216597007327
0.2,2.5132741228718345,0.0021107161284329855
0.2,2.6703537555513246,0.002178371342596311
0.2,2.827433388230814,0.0020761016985604225
0.2,2.9845130209103035,0.0019001447908385217
0.2,3.141592653589793,0.0019876558272542005
0.25,-3.141592653589793,0.0032955488720356925
0.25,-2.9845130209103035,0.0031429157251648904
0.25,-2.827433388230814,0.0034155720058674697
0.25,-2.6703537555513246,0.0035615402516026512
0.25,-2.5132741228718345,0.003450555221293056
0.25,-2.356194490192345,0.003671481011793084
0.25,-2.199114857512855,0.004366461511887549
0.25,-2.0420352248333655,0.004662373709584646
0.25,-1.884955592153876,0.005103288050313986
0.25,-1.7278759594743864,0.005512770663652082
0.25,-1.5707963267948966,0.006163535033924447
0.25,-1.413716694115407,0.008101992874173609
0.25,-1.2566370614359172,0.008977401785529804
0.25,-1.0995574287564276,0.010332380030172643
0.25,-0.942477796076938,0.013190943121000331
0.25,-0.7853981633974483,0.01741729832903076
0.25,-0.6283185307179586,0.02683544234134796
0.25,-0.471238898038469,0.039846639002655115
0.25,-0.3141592653589793,0.0692147526620906
0.25,-0.15707963267948966,0.0802953363266876
0.25,0.0,0.030221690339574662
0.25,0.15707963267948966,0.0802953363266876
0.25,0.3141592653589793,0.0692147526620906
0.25,0.471238898038469,0.039846639002655115
0.25,0.6283185307179586,0.02683544234134796
0.25,0.7853981633974483,0.01741729832903076
0.25,0.942477796076938,0.013190943121000331
0.25,1.0995574287564276,0.010332380030172643
0.25,1.2566370614359172,0.008977401785529804
0.25,1.413716694115407,0.008101992874173609
0.25,1.5707963267948966,0.006163535033924447
0.25,1.7278759594743864,0.005512770663652082
0.25,1.884955592153876,0.005103288050313986
0.25,2.0420352248333655,0.004662373709584646
0.25,2.199114857512855,0.004366461511887549
0.25,2.356194490192345,0.003671481011793084
0.25,2.5132741228718345,0.003450555221293056
0.25,2.6703537555513246,0.0035615402516026512
0.25,2.827433388230814,0.0034155720058674697
0.25,2.9845130209103035,0.0031429157251648904
0.25,3.141592653589793,0.0032955488720356925
0.3,-3.141592653589793,0.005042229199011437
0.3,-2.9845130209103035,0.0048002019524389285
0.3,-2.827433388230814,0.005195778571960002
0.3,-2.6703537555513246,0.00539155110816669
0.3,-2.5132741228718345,0.00522173809915853
0.3,-2.356194490192345,0.0055498983930171554
0.3,-2.199114857512855,0.006603238243495552
0.3,-2.0420352248333655,0.007048513362694473
0.3,-1.884955592153876,0.0077024406290139855
0.3,-1.7278759594743864,0.008319846254602513
0.3,-1.5707963267948966,0.00927412609336653
0.3,-1.413716694115407,0.012145702848138823
0.3,-1.2566370614359172,0.01340021583028355
0.3,-1.0995574287564276,0.01526233288360395
0.3,-0.942477796076938,0.019257067980780675
0.3,-0.7853981633974483,0.024968401429842142
0.3,-0.6283185307179586,0.037254848897458386
0.3,-0.471238898038469,0.0524113523195341
0.3,-0.3141592653589793,0.08310275193731428
0.3,-0.15707963267948966,0.08871353981030444
0.3,0.0,0.03304517005049898
0.3,0.15707963267948966,0.08871353981030444
0.3,0.3141592653589793,0.08310275193731428
0.3,0.471238898038469,0.0524113523195341
0.3,0.6283185307179586,0.037254848897458386
0.3,0.7853981633974483,0.024968401429842142
0.3,0.942477796076938,0.019257067980780675
0.3,1.0995574287564276,0.01526233288360395
0.3,1.2566370614359172,0.01340021583028355
0.3,1.413716694115407,0.012145702848138823
0.3,1.5707963267948966,0.00927412609336653
0.3,1.7278759594743864,0.008319846254602513
0.3,1.884955592153876,0.0077024406290139855
0.3,2.0420352248333655,0.007048513362694473
0.3,2.199114857512855,0.006603238243495552
0.3,2.356194490192345,0.0055498983930171554
0.3,2.5132741228718345,0.00522173809915853
0.3,2.6703537555513246,0.00539155110816669
0.3,2.827433388230814,0.005195778571960002
0.3,2.9845130209103035,0.0048002019524389285
0.3,3.141592653589793,0.005042229199011437
0.35,-3.141592653589793,0.0073022355135703015
0.35,-2.9845130209103035,0.006941835115848583
0.35,-2.827433388230814,0.007490193584343016
0.35,-2.6703537555513246,0.007741203751141076
0.35,-2.5132741228718345,0.007492838488713168
0.35,-2.356194490192345,0.007952969106304528
0.35,-2.199114857512855,0.009462463129850981
0.35,-2.0420352248333655,0.01009345068446334
0.35,-1.884955592153876,0.011005767140542458
0.35,-1.7278759594743864,0.01187499415187333
0.35,-1.5707963267948966,0.013188358453263507
0.35,-1.413716694115407,0.017188939680657156
0.35,-1.2566370614359172,0.018857672702983424
0.35,-1.0995574287564276,0.021222653818386464
0.35,-0.942477796076938,0.02641614659384181
0.35,-0.7853981633974483,0.03353197398405004
0.35,-0.6283185307179586,0.04834245666841633
0.35,-0.471238898038469,0.06454121504404293
0.35,-0.3141592653589793,0.09474483415909042
0.35,-0.15707963267948966,0.09479571456969377
0.35,0.0,0.03506450797880782
0.35,0.15707963267948966,0.09479571456969377
0.35,0.3141592653589793,0.09474483415909042
0.35,0.471238898038469,0.06454121504404293
0.35,0.6283185307179586,0.04834245666841633
0.35,0.7853981633974483,0.03353197398405004
0.35,0.942477796076938,0.02641614659384181
0.35,1.0995574287564276,0.021222653818386464
0.35,1.2566370614359172,0.018857672702983424
0.35,1.413716694115407,0.017188939680657156
0.35,1.5707963267948966,0.013188358453263507
0.35,1.7278759594743864,0.01187499415187333
0.35,1.884955592153876,0.011005767140542458
0.35,2.0420352248333655,0.01009345068446334
0.35,2.199114857512855,0.009462463129850981
0.35,2.356194490192345,0.007952969106304528
0.35,2.5132741228718345,0.007492838488713168
0.35,2.6703537555513246,0.007741203751141076
0.35,2.827433388230814,0.007490193584343016
0.35,2.9845130209103035,0.006941835115848583
0.35,3.141592653589793,0.0073022355135703015
0.4,-3.141592653589793,0.010163706321675407
0.4,-2.9845130209103035,0.009650241280680753
0.4,-2.827433388230814,0.010385328467706286
0.4,-2.6703537555513246,0.010695927031149877
0.4,-2.5132741228718345,0.010343781425647312
0.4,-2.356194490192345,0.010961395609351566
0.4,-2.199114857512855,0.013036839568095131
0.4,-2.0420352248333655,0.013890393570835994
0.4,-1.884955592153876,0.015104154236075031
0.4,-1.7278759594743864,0.016263699221413616
0.4,-1.5707963267948966,0.017981799749572033
0.4,-1.413716694115407,0.023298235382765615
0.4,-1.2566370614359172,0.025381993245620304
0.4,-1.0995574287564276,0.028181312810483323
0.4,-0.942477796076938,0.03454226309659284
0.4,-0.7853981633974483,0.042829725121333824
0.4,-0.6283185307179586,0.05960545763919818
0.4,-0.471238898038469,0.0757734075397874
0.4,-0.3141592653589793,0.10429020088205188
0.4,-0.15707963267948966,0.09921185676112038
0.4,0.0,0.03654152279622678
0.4,0.15707963267948966,0.09921185676112038
0.4,0.3141592653589793,0.10429020088205188
0.4,0.471238898038469,0.0757734075397874
0.4,0.6283185307179586,0.05960545763919818
0.4,0.7853981633974483,0.042829725121333824
0.4,0.942477796076938,0.03454226309659284
0.4,1.0995574287564276,0.028181312810483323
0.4,1.2566370614359172,0.025381993245620304
0.4,1.413716694115407,0.023298235382765615
0.4,1.5707963267948966,0.017981799749572033
0.4,1.7278759594743864,0.016263699221413616
0.4,1.884955592153876,0.015104154236075031
0.4,2.0420352248333655,0.013890393570835994
0.4,2.199114857512855,0.013036839568095131
0.4,2.356194490192345,0.010961395609351566
0.4,2.5132741228718345,0.010343781425647312
0.4,2.6703537555513246,0.010695927031149877
0.4,2.827433388230814,0.010385328467706286
0.4,2.9845130209103035,0.009650241280680753
0.4,3.141592653589793,0.010163706321675407
0.45,-3.141592653589793,0.01373132918578478
0.45,-2.9845130209103035,0.013023170464912836
0.45,-2.827433388230814,0.013983420026645297
0.45,-2.6703537555513246,0.014356219588357963
0.45,-2.5132741228718345,0.013867835619697469
0.45,-2.356194490192345,0.014668167425892676
0.45,-2.199114857512855,0.01743156079159627
0.45,-2.0420352248333655,0.018542800541209797
0.45,-1.884955592153876,0.020095093058916217
0.45,-1.7278759594743864,0.021572988295984995
0.45,-1.5707963267948966,0.023724422455758294
0.45,-1.413716694115407,0.030522983801244997
0.45,-1.2566370614359172,0.032977215547132684
0.45,-1.0995574287564276,0.0360673276704418
0.45,-0.942477796076938,0.043463105218457455
0.45,-0.7853981633974483,0.05256196408417018
0.45,-0.6283185307179586,0.07062975896344091
0.45,-0.471238898038469,0.08586456472578059
0.45,-0.3141592653589793,0.11201740238688204
0.45,-0.15707963267948966,0.10245007784206027
0.45,0.0,0.037650277749080585
0.45,0.15707963267948966,0.10245007784206027
0.45,0.3141592653589793,0.11201740238688204
0.45,0.471238898038469,0.08586456472578059
0.45,0.6283185307179586,0.07062975896344091
0.45,0.7853981633974483,0.05256196408417018
0.45,0.942477796076938,0.043463105218457455
0.45,1.0995574287564276,0.0360673276704418
0.45,1.2566370614359172,0.032977215547132684
0.45,1.413716694115407,0.030522983801244997
0.45,1.5707963267948966,0.023724422455758294
0.45,1.7278759594743864,0.021572988295984995
0.45,1.884955592153876,0.020095093058916217
0.45,2.0420352248333655,0.018542800541209797
0.45,2.199114857512855,0.01743156079159627
0.45,2.356194490192345,0.014668167425892676
0.45,2.5132741228718345,0.013867835619697469
0.45,2.6703537555513246,0.014356219588357963
0.45,2.827433388230814,0.013983420026645297
0.45,2.9845130209103035,0.013023170464912836
0.45,3.141592653589793,0.01373132918578478
0.5,-3.141592653589793,0.018130021432696555
0.5,-2.9845130209103035,0.0171770896825598
0.5,-2.827433388230814,0.018405744723029662
0.5,-2.6703537555513246,0.018840630687673436
0.5,-2.5132741228718345,0.018173958000596027
0.5,-2.356194490192345,0.019180330673320974
0.5,-2.199114857512855,0.02276552513571109
0.5,-2.0420352248333655,0.024164572866869946
0.5,-1.884955592153876,0.026081589544727515
0.5,-1.7278759594743864,0.02788892428107294
0.5,-1.5707963267948966,0.030476577254660648
0.5,-1.413716694115407,0.038889622416499604
0.5,-1.2566370614359172,0.04161458753028749
0.5,-1.0995574287564276,0.04477159677403385
0.5,-0.942477796076938,0.052972279611603855
0.5,-0.7853981633974483,0.062435837413562775
0.5,-0.6283185307179586,0.08110320460978271
0.5,-0.471238898038469,0.09473423242957667
0.5,-0.3141592653589793,0.11823155833498382
0.5,-0.15707963267948966,0.10485349125595544
0.5,0.0,0.03850496292880571
0.5,0.15707963267948966,0.10485349125595544
0.5,0.3141592653589793,0.11823155833498382
0.5,0.471238898038469,0.09473423242957667
0.5,0.6283185307179586,0.08110320460978271
0.5,0.7853981633974483,0.062435837413562775
0.5,0.942477796076938,0.052972279611603855
0.5,1.0995574287564276,0.04477159677403385
0.5,1.2566370614359172,0.04161458753028749
0.5,1.413716694115407,0.038889622416499604
0.5,1.5707963267948966,0.030476577254660648
0.5,1.7278759594743864,0.02788892428107294
0.5,1.884955592153876,0.026081589544727515
0.5,2.0420352248333655,0.024164572866869946
0.5,2.199114857512855,0.02276552513571109
0.5,2.356194490192345,0.019180330673320974
0.5,2.5132741228718345,0.018173958000596027
0.5,2.6703537555513246,0.018840630687673436
0.5,2.827433388230814,0.018405744723029662
0.5,2.9845130209103035,0.0171770896825598
0.5,3.141592653589793,0.018130021432696555
0.55,-3.141592653589793,0.023509566415247853
0.55,-2.9845130209103035,0.02225144208124561
0.55,-2.827433388230814,0.02379673884974727
0.55,-2.6703537555513246,0.02428941612357619
0.55,-2.5132741228718345,0.02338957615935144
0.55,-2.356194490192345,0.024620955680462596
0.55,-2.199114857512855,0.029172468951342005
0.55,-2.0420352248333655,0.030879829836381354
0.55,-1.884955592153876,0.033170392226167085
0.55,-1.7278759594743864,0.03529330987458565
0.55,-1.5707963267948966,0.038284395481358736
0.55,-1.413716694115407,0.04839609083388171
0.55,-1.2566370614359172,0.05122969042720695
0.55,-1.0995574287564276,0.05415131101029346
0.55,-0.942477796076938,0.06284492615512481
0.55,-0.7853981633974483,0.07218824210532424
0.55,-0.6283185307179586,0.090817365902738
0.55,-0.471238898038469,0.10240880678828165
0.55,-0.3141592653589793,0.12321579961870655
0.55,-0.15707963267948966,0.10666033822313536
0.55,0.0,0.03918089473705735
0.55,0.15707963267948966,0.10666033822313536
0.55,0.3141592653589793,0.12321579961870655
0.55,0.471238898038469,0.10240880678828165
0.55,0.6283185307179586,0.090817365902738
0.55,0.7853981633974483,0.07218824210532424
0.55,0.942477796076938,0.06284492615512481
0.55,1.0995574287564276,0.05415131101029346
0.55,1.2566370614359172,0.05122969042720695
0.55,1.413716694115407,0.04839609083388171
0.55,1.5707963267948966,0.038284395481358736
0.55,1.7278759594743864,0.03529330987458565
0.55,1.884955592153876,0.033170392226167085
0.55,2.0420352248333655,0.030879829836381354
0.55,2.199114857512855,0.029172468951342005
0.55,2.356194490192345,0.024620955680462596
0.55,2.5132741228718345,0.02338957615935144
0.55,2.6703537555513246,0.02428941612357619
0.55,2.827433388230814,0.02379673884974727
0.55,2.9845130209103035,0.02225144208124561
0.55,3.141592653589793,0.023509566415247853
0.6,-3.141592653589793,0.03005049362452917
0.6,-2.9845130209103035,0.02841403208655563
0.6,-2.827433388230814,0.030329148728711248
0.6,-2.6703537555513246,0.030869031557625107
0.6,-2.5132741228718345,0.029663888338013204
0.6,-2.356194490192345,0.031131287055801354
0.6,-2.199114857512855,0.03680191218874889
0.6,-2.0420352248333655,0.038822106173131275
0.6,-1.884955592153876,0.04146937238649504
0.6,-1.7278759594743864,0.04385956335744658
0.6,-1.5707963267948966,0.04717483119903968
0.6,-1.413716694115407,0.05900715970248462
0.6,-1.2566370614359172,0.0617219006122283
0.6,-1.0995574287564276,0.06403762409937988
0.6,-0.942477796076938,0.07285423172627227
0.6,-0.7853981633974483,0.08160096968694153
0.6,-0.6283185307179586,0.09965546984703298
0.6,-0.471238898038469,0.10897624859325823
0.6,-0.3141592653589793,0.12721311408227554
0.6,-0.15707963267948966,0.10803586322000495
0.6,0.0,0.03972846306013118
0.6,0.15707963267948966,0.10803586322000495
0.6,0.3141592653589793,0.12721311408227554
0.6,0.471238898038469,0.10897624859325823
0.6,0.6283185307179586,0.09965546984703298
0.6,0.7853981633974483,0.08160096968694153
0.6,0.942477796076938,0.07285423172627227
0.6,1.0995574287564276,0.06403762409937988
0.6,1.2566370614359172,0.0617219006122283
0.6,1.413716694115407,0.05900715970248462
0.6,1.5707963267948966,0.04717483119903968
0.6,1.7278759594743864,0.04385956335744658
0.6,1.884955592153876,0.04146937238649504
0.6,2.0420352248333655,0.038822106173131275
0.6,2.199114857512855,0.03680191218874889
0.6,2.356194490192345,0.031131287055801354
0.6,2.5132741228718345,0.029663888338013204
0.6,2.6703537555513246,0.030869031557625107
0.6,2.827433388230814,0.030329148728711248
0.6,2.9845130209103035,0.02841403208655563
0.6,3.141592653589793,0.03005049362452917
0.65,-3.141592653589793,0.037971587052512676
0.65,-2.9845130209103035,0.03586788129388267
0.65,-2.827433388230814,0.03821049995022769
0.65,-2.6703537555513246,0.03877766118098689
0.65,-2.5132741228718345,0.03717175517988288
0.65,-2.356194490192345,0.03887303103731717
0.65,-2.199114857512855,0.04581976133498731
0.65,-2.0420352248333655,0.04813276751006986
0.65,-1.884955592153876,0.051083903162484894
0.65,-1.7278759594743864,0.05364780263333822
0.65,-1.5707963267948966,0.057150688056577574
0.65,-1.413716694115407,0.07065129320079347
0.65,-1.2566370614359172,0.07295658391408053
0.65,-1.0995574287564276,0.07424567923625595
0.65,-0.942477796076938,0.08278654089710219
0.65,-0.7853981633974483,0.09050771455273914
0.65,-0.6283185307179586,0.10757377214925413
0.65,-0.471238898038469,0.11455377679481187
0.65,-0.3141592653589793,0.1304234522505257
0.65,-0.15707963267948966,0.10909527803108268
0.65,0.0,0.04018199202218237
0.65,0.15707963267948966,0.10909527803108268
0.65,0.3141592653589793,0.1304234522505257
0.65,0.471238898038469,0.11455377679481187
0.65,0.6283185307179586,0.10757377214925413
0.65,0.7853981633974483,0.09050771455273914
0.65,0.942477796076938,0.08278654089710219
0.65,1.0995574287564276,0.07424567923625595
0.65,1.2566370614359172,0.07295658391408053
