Realisation number,Variable,index,Coefficient of variation,Lag-2 AC,Kurtosis,Variance,Lag-3 AC,Smax/Var,Standard deviation,Skewness,Smax,Lag-1 AC
1,x,0,-0.7434301521438452,-0.32828492392807745,-0.2633471645919779,-0.9872752420470264,-0.702420470262794,0.1333333333333333,-0.9872752420470264,0.3995159059474412,-0.8733333333333332,-0.46881051175656985
2,x,0,-0.5643845089903181,-0.409820193637621,-0.47385892116182576,-0.9822959889349931,-0.5605809128630707,0.11999999999999998,-0.9822959889349931,0.41293222683264175,-0.9199999999999998,-0.3992392807745505
3,x,0,-0.6353388658367912,-0.5737897648686031,-0.3474412171507607,-0.9826417704011066,0.18575380359612728,-0.3666666666666666,-0.9826417704011066,0.5479944674965422,-0.9199999999999998,0.23215767634854773
4,x,0,-0.8823651452282159,-0.6656984785615492,-0.2937759336099585,-0.9866528354080223,0.14156293222683267,-0.05333333333333332,-0.9866528354080223,0.007123098201936377,-0.9133333333333332,-0.36396957123098206
5,x,0,-0.6227524204702629,-0.5081604426002767,-0.29910096818810517,-0.9764177040110651,0.24045643153526972,0.16666666666666663,-0.9764177040110651,0.2455739972337483,-0.8866666666666665,-0.24993084370677732
6,x,0,-0.15311203319502076,-0.5915629322268328,-0.1955739972337483,-0.9810511756569847,0.4540110650069156,0.3999999999999999,-0.9810511756569847,0.4391424619640388,-0.8933333333333332,-0.47026279391424625
7,x,0,-0.6221991701244814,0.459612724757953,-0.21984785615491012,-0.9872752420470264,-0.3239280774550485,0.3199999999999999,-0.9872752420470264,0.6921853388658369,-0.94,-0.04100968188105118
8,x,0,-0.10179806362378978,-0.5299446749654219,0.07697095435684648,-0.9783540802213002,0.1269709543568465,0.3533333333333333,-0.9783540802213002,0.1757261410788382,-0.9066666666666665,-0.5316044260027663
9,x,0,0.07095435684647304,-0.1463347164591978,-0.24840940525587832,-0.9862378976486862,-0.8242738589211619,0.5266666666666665,-0.9862378976486862,0.39502074688796684,-0.8799999999999999,-0.6856846473029046
10,x,0,0.15193637621023515,-0.28990318118948827,-0.30968188105117567,-0.9717842323651453,0.1851313969571231,0.4866666666666665,-0.9717842323651453,0.2829875518672199,-0.8066666666666665,-0.40076071922544954
11,x,0,-0.7284923928077456,-0.15809128630705396,-0.41556016597510376,-0.977524204702628,-0.18423236514522823,0.2666666666666666,-0.977524204702628,0.4218533886583679,-0.9133333333333332,-0.1955739972337483
12,x,0,0.6062932226832642,-0.615076071922545,-0.13250345781466114,-0.9794605809128631,-0.5533886583679115,-0.05333333333333332,-0.9794605809128631,-0.2569156293222683,-0.9266666666666664,-0.2780774550484094
13,x,0,-0.5294605809128631,-0.5813278008298756,-0.5115491009681882,-0.9716459197786999,-0.3566390041493776,-0.23333333333333328,-0.9716459197786999,0.4607883817427386,-0.8666666666666665,-0.1963347164591978
14,x,0,-0.08291839557399724,-0.24633471645919783,-0.11161825726141081,-0.9859612724757955,-0.513762102351314,0.20666666666666664,-0.9859612724757955,0.13692946058091288,-0.8733333333333332,-0.4278008298755187
15,x,0,-0.6047717842323652,0.3115491009681881,-0.12392807745504841,-0.9874135546334717,0.23229598893499312,0.4466666666666666,-0.9874135546334717,0.0013831258644536654,-0.8733333333333332,-0.021230982019363763
16,x,0,-0.7153526970954358,-0.43810511756569853,-0.40919778699861686,-0.9881051175656986,-0.17372060857538035,-0.20666666666666664,-0.9881051175656986,0.5800138312586446,-0.9333333333333331,-0.17669432918395575
17,x,0,0.5691562932226832,0.2829183955739973,-0.3881051175656985,-0.9764177040110651,-0.7134854771784233,0.4133333333333333,-0.9764177040110651,0.27786998616874137,-0.8866666666666665,-0.5121023513139696
18,x,0,-0.5664591977869987,-0.2966113416320885,-0.448271092669433,-0.9867911479944675,-0.41756569847856156,0.20666666666666664,-0.9867911479944675,0.417911479944675,-0.9599999999999999,0.18035961272475798
19,x,0,-0.023513139695712313,-0.2729598893499309,-0.32309820193637623,-0.9836791147994468,-0.4857538035961273,-0.1533333333333333,-0.9836791147994468,-0.09017980636237899,-0.9466666666666665,-0.372268326417704
20,x,0,-0.6553941908713693,-0.4682572614107884,0.002558782849239281,-0.9816044260027663,-0.6730982019363763,0.43999999999999995,-0.9816044260027663,0.4821576763485478,-0.8933333333333332,0.06479944674965422
21,x,0,-0.35850622406639004,-0.5502766251728908,-0.5975795297372061,-0.9715076071922546,-0.7326417704011066,0.23333333333333328,-0.9715076071922546,0.1529737206085754,-0.9133333333333332,0.061479944674965425
22,x,0,-0.4283540802213001,-0.18457814661134164,-0.4630013831258645,-0.9793914246196406,-0.7089903181189489,0.23999999999999996,-0.9793914246196406,0.684716459197787,-0.8799999999999999,0.04370677731673583
23,x,0,-0.7114107883817429,-0.4872060857538036,-0.4029737206085754,-0.9807053941908714,0.1905947441217151,0.5999999999999999,-0.9807053941908714,0.015076071922544952,-0.8799999999999999,-0.6670124481327802
24,x,0,-0.34073305670816045,-0.5132780082987553,-0.36147994467496547,-0.9746887966804981,-0.19038727524204702,0.5799999999999998,-0.9746887966804981,0.6769017980636238,-0.8933333333333332,-0.6082295988934994
25,x,0,-0.5098893499308437,0.49640387275242054,-0.2468188105117566,-0.9598893499308437,-0.7130705394190872,0.5066666666666665,-0.9598893499308437,0.41846473029045644,-0.7866666666666665,-0.648478561549101
26,x,0,-0.31251728907330567,-0.2909405255878285,-0.04239280774550484,-0.9667358229598894,-0.07572614107883818,0.7466666666666665,-0.9667358229598894,0.01687413554633472,-0.8666666666666665,-0.8273858921161827
27,x,0,-0.1724066390041494,-0.7216459197787,-0.09405255878284925,-0.9809820193637622,0.09813278008298756,0.08666666666666664,-0.9809820193637622,0.17109266943291843,-0.9066666666666665,0.47033195020746893
28,x,0,-0.36687413554633475,-0.4490318118948825,-0.28713692946058095,-0.9737206085753805,-0.25857538035961275,0.15999999999999995,-0.9737206085753805,0.25781466113416324,-0.9533333333333331,-0.19681881051175656
29,x,0,-0.06929460580912863,-0.0050484094052558786,-0.23817427385892118,-0.9813969571230983,0.16839557399723376,0.07999999999999997,-0.9813969571230983,0.39225449515905947,-0.8466666666666665,-0.36161825726141084
30,x,0,-0.5795297372060858,0.0756569847856155,-0.48865836791148,-0.9889349930843708,-0.6506915629322269,0.7266666666666666,-0.9889349930843708,0.22621023513139696,-0.8933333333333332,-0.6073997233748272
31,x,0,-0.1306362378976487,-0.7905947441217152,-0.12959889349930845,-0.9834024896265562,0.007676348547717844,0.23999999999999996,-0.9834024896265562,0.2470954356846473,-0.9133333333333332,-0.5241355463347165
32,x,0,-0.5966113416320885,-0.5599585062240664,-0.10650069156293222,-0.9827109266943292,-0.4443983402489627,0.4866666666666665,-0.9827109266943292,0.41770401106500693,-0.8933333333333332,-0.4865145228215768
33,x,0,-0.2828492392807746,0.42351313969571236,-0.2844398340248963,-0.9793914246196406,-0.01355463347164592,0.11999999999999998,-0.9793914246196406,-0.0015905947441217153,-0.9133333333333332,-0.48167358229598894
34,x,0,-0.5476486860304288,-0.49211618257261414,-0.3771092669432919,-0.9792531120331951,-0.299792531120332,0.019999999999999993,-0.9792531120331951,0.46964038727524204,-0.7999999999999998,-0.5514522821576764
35,x,0,0.06182572614107885,-0.5459197786998617,-0.1756569847856155,-0.9829875518672201,-0.11991701244813278,0.19999999999999996,-0.9829875518672201,0.6103734439834025,-0.8933333333333332,-0.31300138312586445
36,x,0,-0.3435684647302905,-0.43672199170124487,-0.4332641770401107,-0.9784923928077455,-0.2708852005532504,0.4933333333333333,-0.9784923928077455,0.32185338865836793,-0.8866666666666665,-0.6748271092669433
37,x,0,-0.4640387275242048,-0.578838174273859,-0.5412171507607193,-0.9762793914246197,-0.17254495159059474,-0.006666666666666665,-0.9762793914246197,0.38485477178423244,-0.9133333333333332,-0.33464730290456435
38,x,0,-0.2753803596127248,-0.7073997233748271,-0.5004149377593361,-0.9677731673582297,0.3327109266943292,0.20666666666666664,-0.9677731673582297,0.6509681881051176,-0.8999999999999998,-0.35449515905947443
39,x,0,-0.1677731673582296,-0.7941908713692947,0.31673582295988933,-0.986030428769018,-0.15733056708160442,-0.1333333333333333,-0.986030428769018,0.0995850622406639,-0.973333333333333,0.17911479944674966
40,x,0,-0.551313969571231,-0.10138312586445368,-0.5195020746887967,-0.9878976486860306,-0.8562240663900416,0.5999999999999999,-0.9878976486860306,0.18291839557399725,-0.8066666666666665,-0.5374827109266944
41,x,0,-0.7239280774550484,-0.3798755186721992,-0.3997233748271093,-0.9673582295988935,0.29993084370677736,0.019999999999999993,-0.9673582295988935,0.3867219917012448,-0.9066666666666665,0.058921161825726154
42,x,0,-0.5630013831258645,-0.2784923928077455,-0.5495159059474413,-0.9735131396957124,-0.22040110650069156,0.07999999999999997,-0.9735131396957124,0.3885200553250346,-0.9199999999999998,-0.5576763485477179
43,x,0,-0.051175656984785614,-0.6438450899031812,0.19446749654218534,-0.976002766251729,-0.49080221300138316,0.7799999999999999,-0.976002766251729,-0.18305670816044262,-0.7799999999999999,-0.2724757952973721
44,x,0,-0.3408022130013832,-0.5458506224066391,-0.38167358229598897,-0.9844398340248963,-0.13443983402489626,-0.06666666666666665,-0.9844398340248963,0.7856846473029047,-0.9066666666666665,0.305463347164592
45,x,0,-0.1517289073305671,-0.5816044260027663,-0.27261410788381746,-0.9802904564315353,-0.14716459197787,0.37999999999999995,-0.9802904564315353,-0.034578146611341634,-0.8733333333333332,-0.41334716459197784
46,x,0,-0.4902489626556017,-0.3236514522821577,-0.593015214384509,-0.9820193637621024,0.18858921161825729,0.15999999999999995,-0.9820193637621024,0.16894882434301522,-0.8999999999999998,0.34605809128630705
47,x,0,0.2829875518672199,0.5446058091286308,-0.49432918395574,-0.9777316735822961,-0.440387275242047,0.5133333333333333,-0.9777316735822961,0.231881051175657,-0.6133333333333332,-0.057123098201936374
48,x,0,-0.46459197786998624,-0.26459197786998623,-0.4973720608575381,-0.9864453665283542,-0.19308437067773168,0.5466666666666665,-0.9864453665283542,0.5863070539419087,-0.8866666666666665,-0.4644536652835409
49,x,0,-0.041977869986168745,-0.3642461964038728,0.16016597510373445,-0.9856154910096819,-0.6293914246196405,-0.07999999999999997,-0.9856154910096819,-0.13699861687413556,-0.9199999999999998,-0.31687413554633476
50,x,0,-0.5430152143845091,-0.4724757952973721,-0.6343706777316737,-0.9804287690179808,-0.6324343015214385,0.16666666666666663,-0.9804287690179808,0.46632088520055326,-0.8799999999999999,-0.06583679114799447
51,x,0,-0.029322268326417707,-0.30000000000000004,-0.2773858921161826,-0.9793222683264178,0.21182572614107884,0.2866666666666666,-0.9793222683264178,-0.1863762102351314,-0.8399999999999999,-0.006431535269709544
52,x,0,0.29004149377593363,-0.3166666666666667,-0.032780082987551876,-0.9809820193637622,0.20767634854771785,0.3199999999999999,-0.9809820193637622,0.20352697095435685,-0.8799999999999999,-0.35912863070539425
53,x,0,-0.17081604426002767,-0.7271784232365146,-0.24979253112033198,-0.9840248962655602,-0.2986168741355464,0.3399999999999999,-0.9840248962655602,0.18865836791147997,-0.94,-0.24177040110650072
54,x,0,-0.7856846473029047,-0.6843706777316737,-0.39771784232365154,-0.9863070539419088,0.06438450899031813,0.07333333333333332,-0.9863070539419088,0.4354080221300139,-0.8799999999999999,-0.3645228215767635
55,x,0,0.7372060857538036,0.16438450899031815,0.17199170124481328,-0.9818118948824344,-0.6659751037344399,0.6799999999999998,-0.9818118948824344,0.01099585062240664,-0.8799999999999999,-0.6858921161825726
56,x,0,-0.329045643153527,-0.13167358229598894,-0.5814661134163209,-0.9508298755186724,-0.281673582295989,0.3399999999999999,-0.9508298755186724,0.1739972337482711,-0.8733333333333332,-0.40228215767634856
57,x,0,-0.1248271092669433,-0.12420470262793916,0.043914246196403876,-0.9785615491009683,-0.4778008298755187,0.43333333333333324,-0.9785615491009683,0.39322268326417703,-0.8799999999999999,-0.5598893499308437
58,x,0,-0.5459889349930844,-0.7322959889349931,-0.5892807745504841,-0.979045643153527,0.5970262793914247,0.2133333333333333,-0.979045643153527,0.6310511756569849,-0.9199999999999998,-0.018948824343015216
59,x,0,-0.44813278008298757,-0.24329183955739972,-0.010304287690179808,-0.9840248962655602,0.08195020746887967,-0.25999999999999995,-0.9840248962655602,-0.5299446749654219,-0.9533333333333331,-0.38983402489626556
60,x,0,-0.05836791147994468,-0.4789764868603043,0.03734439834024897,-0.9644536652835409,-0.6632780082987552,0.3266666666666666,-0.9644536652835409,0.673374827109267,-0.9266666666666664,-0.17593360995850624
61,x,0,-0.24232365145228216,0.28914246196403875,-0.451313969571231,-0.9836791147994468,-0.06832641770401107,0.09999999999999998,-0.9836791147994468,0.36556016597510377,-0.9066666666666665,-0.44349930843706786
62,x,0,-0.2224066390041494,-0.7486860304287691,-0.423374827109267,-0.962240663900415,-0.3320885200553251,-0.1333333333333333,-0.962240663900415,0.6091977869986169,-0.8533333333333332,-0.265076071922545
63,x,0,-0.131881051175657,-0.23686030428769023,-0.2493084370677732,-0.9660442600276626,-0.786237897648686,0.37333333333333324,-0.9660442600276626,0.6444674965421854,-0.8466666666666665,-0.6681881051175658
64,x,0,-0.13381742738589214,-0.34813278008298754,-0.33243430152143844,-0.9770401106500693,-0.6204011065006917,0.7533333333333332,-0.9770401106500693,0.2627939142461964,-0.8533333333333332,-0.8453665283540803
65,x,0,-0.5159059474412172,0.06991701244813278,-0.4473029045643154,-0.9737206085753805,-0.5272475795297372,0.17999999999999997,-0.9737206085753805,0.6791839557399724,-0.8933333333333332,-0.23374827109266944
66,x,0,-0.11791147994467498,-0.2711618257261411,-0.41639004149377595,-0.9811203319502075,-0.4296680497925312,0.4799999999999999,-0.9811203319502075,0.06749654218533888,-0.8133333333333331,-0.7944674965421854
67,x,0,-0.5834716459197787,-0.3233056708160443,-0.33824343015214386,-0.9820885200553251,-0.20027662517289074,-0.12666666666666662,-0.9820885200553251,0.38312586445366525,-0.9533333333333331,-0.13492392807745504
68,x,0,0.11141078838174275,-0.039764868603042874,-0.14211618257261413,-0.9867911479944675,-0.389972337482711,0.03999999999999999,-0.9867911479944675,-0.12752420470262793,-0.9466666666666665,-0.3445366528354081
69,x,0,-0.28596127247579534,-0.7440525587828493,0.11058091286307056,-0.9845781466113417,0.028354080221300138,0.16666666666666663,-0.9845781466113417,-0.09370677731673584,-0.9266666666666664,-0.43603042876901804
70,x,0,-0.6408713692946059,-0.10795297372060858,-0.613554633471646,-0.9836791147994468,-0.5770401106500692,0.019999999999999993,-0.9836791147994468,0.3477178423236515,-0.8933333333333332,-0.28948824343015217
71,x,0,-0.37538035961272476,-0.4875518672199171,-0.21466113416320884,-0.9717150760719226,-0.04820193637621024,0.03999999999999999,-0.9717150760719226,0.12869986168741357,-0.9333333333333331,-0.0026279391424619642
72,x,0,-0.07717842323651453,-0.35269709543568467,-0.007952973720608577,-0.9809128630705395,-0.4447441217150761,0.01333333333333333,-0.9809128630705395,0.23257261410788382,-0.8999999999999998,-0.263762102351314
73,x,0,-0.29564315352697096,-0.33264177040110654,-0.23858921161825727,-0.9829875518672201,-0.4621023513139696,0.3399999999999999,-0.9829875518672201,0.5841632088520056,-0.8466666666666665,-0.4656293222683265
74,x,0,-0.3155601659751037,-0.7961272475795298,-0.062378976486860305,-0.9791147994467496,-0.19481327800829878,-0.2933333333333333,-0.9791147994467496,0.6723374827109267,-0.8866666666666665,0.06632088520055326
75,x,0,-0.5122406639004149,0.28540802213001387,-0.5324343015214384,-0.9646611341632089,-0.5360995850622408,0.4599999999999999,-0.9646611341632089,0.35034578146611345,-0.8933333333333332,-0.756777316735823
76,x,0,-0.6919778699861688,-0.16410788381742739,-0.08374827109266944,-0.9852005532503458,-0.6659751037344399,0.3533333333333333,-0.9852005532503458,0.5778008298755187,-0.8999999999999998,-0.682780082987552
77,x,0,-0.5071922544951591,-0.4993084370677732,-0.6333333333333334,-0.9701936376210235,-0.6189488243430152,0.3399999999999999,-0.9701936376210235,0.5576071922544952,-0.8866666666666665,-0.5684647302904565
78,x,0,-0.022337482710926698,-0.09972337482710929,-0.5713001383125864,-0.9792531120331951,-0.15573997233748274,0.4133333333333333,-0.9792531120331951,0.5448824343015215,-0.8733333333333332,-0.642807745504841
79,x,0,0.16839557399723376,-0.43782849239280774,0.08921161825726141,-0.9780082987551868,-0.22607192254495162,0.3666666666666666,-0.9780082987551868,0.05733056708160443,-0.8999999999999998,-0.5315352697095437
80,x,0,-0.2016597510373444,-0.31625172890733055,-0.3866528354080222,-0.9749654218533887,-0.6935684647302905,0.3133333333333333,-0.9749654218533887,0.4319502074688797,-0.9333333333333331,-0.5431535269709544
81,x,0,-0.4891424619640387,0.057468879668049797,-0.053388658367911485,-0.9721300138312587,-0.4204011065006916,0.37999999999999995,-0.9721300138312587,0.18360995850622408,-0.9266666666666664,-0.4189488243430152
82,x,0,-0.24308437067773173,-0.568118948824343,0.1442600276625173,-0.98582295988935,0.5749654218533887,0.6666666666666665,-0.98582295988935,0.2838865836791148,-0.9466666666666665,-0.33457814661134166
83,x,0,-0.2286307053941909,-0.23167358229598894,-0.3645228215767635,-0.9831258644536653,-0.6011065006915629,0.45333333333333325,-0.9831258644536653,0.32143845089903184,-0.9066666666666665,-0.6025587828492394
84,x,0,-0.20809128630705395,-0.3464730290456432,-0.18409405255878286,-0.9852005532503458,-0.5461272475795298,0.6733333333333332,-0.9852005532503458,0.3877593360995851,-0.94,-0.29792531120331955
85,x,0,-0.3626556016597511,0.05560165975103735,-0.3286307053941909,-0.9670124481327802,-0.5729598893499309,0.3533333333333333,-0.9670124481327802,0.4435684647302905,-0.7466666666666665,-0.6156984785615491
86,x,0,-0.49253112033195023,0.5963347164591979,-0.38533886583679117,-0.9821576763485479,-0.6245504840940527,0.23999999999999996,-0.9821576763485479,-0.06811894882434302,-0.9266666666666664,-0.5587136929460581
87,x,0,-0.11694329183955741,0.09156293222683265,0.09266943291839558,-0.9746196403872753,-0.43146611341632096,0.43999999999999995,-0.9746196403872753,0.4808437067773168,-0.9199999999999998,-0.646957123098202
88,x,0,-0.4640387275242048,-0.5704011065006916,-0.13250345781466114,-0.9863070539419088,-0.40034578146611344,-0.34666666666666657,-0.9863070539419088,0.6713001383125865,-0.9066666666666665,0.09702627939142462
89,x,0,-0.37973720608575384,-0.14723374827109267,-0.5368603042876903,-0.9707468879668051,-0.32662517289073306,0.13999999999999996,-0.9707468879668051,0.3817427385892116,-0.9199999999999998,-0.2909405255878285
90,x,0,-0.030912863070539424,-0.29778699861687413,-0.21106500691562935,-0.9784232365145229,-0.39875518672199173,0.11333333333333331,-0.9784232365145229,0.3771092669432919,-0.9333333333333331,-0.702627939142462
91,x,0,-0.3216459197786999,-0.256777316735823,-0.1042185338865837,-0.9820885200553251,-0.2410788381742739,0.5799999999999998,-0.9820885200553251,0.36604426002766255,-0.9133333333333332,-0.3533195020746888
92,x,0,-0.3234439834024897,-0.20186721991701245,-0.30276625172890737,-0.983886583679115,0.05726141078838175,0.1933333333333333,-0.983886583679115,0.18443983402489628,-0.9133333333333332,-0.5116874135546335
93,x,0,-0.12295988934993085,-0.8014522821576765,0.048063623789764864,-0.9819502074688798,-0.3927385892116183,-0.019999999999999993,-0.9819502074688798,0.4024896265560166,-0.9333333333333331,-0.01521438450899032
94,x,0,-0.6494467496542187,-0.2520746887966805,0.09128630705394192,-0.9831258644536653,-0.5557399723374827,0.07999999999999997,-0.9831258644536653,0.2921161825726141,-0.8866666666666665,-0.11147994467496543
95,x,0,-0.6540110650069156,-0.8428077455048409,0.08423236514522822,-0.9854080221300139,0.044121715076071925,-0.22666666666666663,-0.9854080221300139,0.4750345781466114,-0.9199999999999998,0.0988243430152144
96,x,0,-0.5994467496542186,-0.2049100968188105,0.03464730290456432,-0.9861687413554635,-0.35283540802213004,0.09999999999999998,-0.9861687413554635,0.5970262793914247,-0.8999999999999998,-0.06742738589211619
97,x,0,0.42047026279391425,-0.15442600276625174,0.14474412171507609,-0.9512448132780082,-0.43865836791147994,0.34666666666666657,-0.9512448132780082,0.06479944674965422,-0.8466666666666665,-0.6375518672199171
98,x,0,-0.11445366528354081,-0.2422544951590595,-0.11168741355463348,-0.9843015214384511,-0.2058091286307054,0.4733333333333333,-0.9843015214384511,0.19170124481327802,-0.8866666666666665,-0.014868603042876903
99,x,0,-0.8184647302904565,-0.02455048409405256,-0.5084370677731674,-0.9894190871369296,-0.4587136929460582,0.33333333333333326,-0.9894190871369296,0.5679806362378976,-0.94,-0.24218533886583682
100,x,0,-0.6659751037344399,-0.20214384508990318,-0.10283540802213004,-0.9854771784232366,0.06618257261410788,0.34666666666666657,-0.9854771784232366,-0.6029737206085755,-0.9266666666666664,-0.6626556016597511
